author,authorLabel,birthDate,deathDate,countryLabel,mainWorkLabel,mainWork_missing,sitelink
http://www.wikidata.org/entity/Q16173391,Josep Badia,1777-01-01T00:00:00Z,1850-01-01T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q99543737,Ignacio Fernández de Córdova,1777-01-01T00:00:00Z,1816-01-01T00:00:00Z,Virreinato de Nueva España,,yes,
http://www.wikidata.org/entity/Q11929319,Juan Mateo Zabala,1777-09-21T00:00:00Z,1840-02-06T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Juan_Mateo_Zabala
http://www.wikidata.org/entity/Q1536185,José Cecilio del Valle,1777-11-22T00:00:00Z,1834-03-02T00:00:00Z,República Federal de Centroamérica,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Cecilio_del_Valle
http://www.wikidata.org/entity/Q720492,Juan Nicasio Gallego,1777-12-14T00:00:00Z,1853-01-09T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Juan_Nicasio_Gallego
http://www.wikidata.org/entity/Q5921254,Isidoro de Antillón y Marzo,1778-01-01T00:00:00Z,1814-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Isidoro_de_Antill%C3%B3n_y_Marzo
http://www.wikidata.org/entity/Q65659930,Jaume Ponti,1778-01-01T00:00:00Z,1843-01-01T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q12252871,Agustín Pascual Iturriaga,1778-01-31T00:00:00Z,1851-03-30T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q19491064,Tomás García Suelto,1778-03-29T00:00:00Z,1816-09-10T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q28930,Bernardo O'Higgins,1778-08-20T00:00:00Z,1842-10-24T00:00:00Z,Confederación Perú-Boliviana,,yes,https://es.wikipedia.org/wiki/Bernardo_O%27Higgins
http://www.wikidata.org/entity/Q3087826,Javier de Burgos,1778-10-22T00:00:00Z,1848-01-22T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Javier_de_Burgos
http://www.wikidata.org/entity/Q1450485,José María Gruesso,1779-01-01T00:00:00Z,1835-05-03T00:00:00Z,Colombia,,yes,
http://www.wikidata.org/entity/Q16943513,Antoni Puig i Lucà,1779-01-01T00:00:00Z,1848-01-01T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q65553167,Manuel Herrera Bustamante,1779-01-01T00:00:00Z,1834-01-01T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q93415656,Ildefonso Mompié,1779-01-01T00:00:00Z,1855-07-25T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q9075361,Sebastián Miñano,1779-01-20T00:00:00Z,1845-02-06T00:00:00Z,España,Diccionario geográfico-estadístico de España y Portugal,,https://es.wikipedia.org/wiki/Sebasti%C3%A1n_Mi%C3%B1ano
http://www.wikidata.org/entity/Q5806180,Diego González Alonso,1779-09-23T00:00:00Z,1841-05-11T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Diego_Gonz%C3%A1lez_Alonso
http://www.wikidata.org/entity/Q5941650,Rafael Crespo,1779-10-24T00:00:00Z,1842-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Rafael_Crespo
http://www.wikidata.org/entity/Q8963192,Félix Enciso Castrillón,1780-01-01T00:00:00Z,1840-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/F%C3%A9lix_Enciso_Castrill%C3%B3n
http://www.wikidata.org/entity/Q16943535,José Robreño y Tort,1780-01-01T00:00:00Z,1838-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Robre%C3%B1o_y_Tort
http://www.wikidata.org/entity/Q11922694,Francisco Altés y Casals,1780-01-01T00:00:00Z,1838-11-28T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Francisco_Alt%C3%A9s_y_Casals
http://www.wikidata.org/entity/Q5920093,José Joaquín de Larriva,1780-01-01T00:00:00Z,1832-01-01T00:00:00Z,Perú,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Larriva
http://www.wikidata.org/entity/Q5944704,José Presas,1780-01-01T00:00:00Z,1842-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Presas
http://www.wikidata.org/entity/Q5992962,Manuel Fernández de Loaysa,1780-01-01T00:00:00Z,,España,,yes,https://es.wikipedia.org/wiki/Manuel_Fern%C3%A1ndez_de_Loaysa
http://www.wikidata.org/entity/Q42395114,José Catalá y Codina,1780-01-01T00:00:00Z,1844-09-22T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q66386468,Tomás González Hernández,1780-03-07T00:00:00Z,1833-03-16T00:00:00Z,España,Registro y relación general de minas de la Corona de Castilla,,https://es.wikipedia.org/wiki/Tom%C3%A1s_Gonz%C3%A1lez_Hern%C3%A1ndez
http://www.wikidata.org/entity/Q981503,José Joaquín de Olmedo,1780-03-31T00:00:00Z,1847-02-19T00:00:00Z,Provincia Libre de Guayaquil,La victoria de Junín,,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Olmedo
http://www.wikidata.org/entity/Q541159,Sinforiano López,1780-08-22T00:00:00Z,1815-04-13T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Sinforiano_L%C3%B3pez
http://www.wikidata.org/entity/Q16605336,Mateo Vidal,1780-10-17T00:00:00Z,1855-01-08T00:00:00Z,Bolivia,,yes,https://es.wikipedia.org/wiki/Mateo_Vidal
http://www.wikidata.org/entity/Q5866745,Francisco Mayoral,1781-01-01T00:00:00Z,1822-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Francisco_Mayoral
http://www.wikidata.org/entity/Q5866597,Francisco López Villaescusa,1781-01-10T00:00:00Z,,España,,yes,https://es.wikipedia.org/wiki/Francisco_L%C3%B3pez_Villaescusa
http://www.wikidata.org/entity/Q7121794,Pablo de Jérica,1781-01-15T00:00:00Z,1841-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Pablo_de_J%C3%A9rica
http://www.wikidata.org/entity/Q12261009,Juan Jose Mogel,1781-04-26T00:00:00Z,1849-07-20T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q5945645,José Somoza y Muñoz,1781-10-24T00:00:00Z,1852-10-04T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Somoza
http://www.wikidata.org/entity/Q6752882,Manuel Silvela,1781-10-31T00:00:00Z,1832-05-09T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Manuel_Silvela_y_Garc%C3%ADa_de_Arag%C3%B3n
http://www.wikidata.org/entity/Q439195,Andrés Bello,1781-11-29T00:00:00Z,1865-10-15T00:00:00Z,Venezuela,,yes,https://es.wikipedia.org/wiki/Andr%C3%A9s_Bello
http://www.wikidata.org/entity/Q6097051,Rafael Bento y Travieso,1782-01-01T00:00:00Z,1831-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Rafael_Bento_y_Travieso
http://www.wikidata.org/entity/Q5866635,Francisco Manuel Sánchez de Tagle,1782-01-11T00:00:00Z,1847-12-07T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Francisco_Manuel_S%C3%A1nchez_de_Tagle
http://www.wikidata.org/entity/Q9014891,José Yanguas y Miranda,1782-03-15T00:00:00Z,1863-09-25T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Yanguas_y_Miranda
http://www.wikidata.org/entity/Q822892,Bernardino Fernández de Velasco y Benavides,1783-01-01T00:00:00Z,1851-05-28T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Bernardino_Fern%C3%A1ndez_de_Velasco_(1783-1851)
http://www.wikidata.org/entity/Q11927651,Joan Calvo i Morató,1783-01-01T00:00:00Z,1855-01-01T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q5940827,José Joaquín de Mora,1783-01-10T00:00:00Z,1864-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Mora
http://www.wikidata.org/entity/Q5725865,Benito Laso de la Vega,1783-03-20T00:00:00Z,1862-01-14T00:00:00Z,Perú,,yes,https://es.wikipedia.org/wiki/Benito_Laso_de_la_Vega
http://www.wikidata.org/entity/Q879030,Vicente Rocafuerte,1783-05-01T00:00:00Z,1847-05-16T00:00:00Z,Ecuador,,yes,https://es.wikipedia.org/wiki/Vicente_Rocafuerte
http://www.wikidata.org/entity/Q9029845,Martín de los Heros,1783-11-08T00:00:00Z,1859-03-14T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mart%C3%ADn_de_los_Heros
http://www.wikidata.org/entity/Q5651463,José María Carnerero,1784-01-01T00:00:00Z,1866-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Carnerero
http://www.wikidata.org/entity/Q51880125,Lois Corral Rodríguez,1784-10-07T00:00:00Z,1830-10-18T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q5997975,Mariano Valimaña y Abella,1784-10-19T00:00:00Z,1864-08-06T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mariano_Valima%C3%B1a_y_Abella
http://www.wikidata.org/entity/Q9066465,Ramón Olaguer Feliú,1784-11-25T00:00:00Z,1831-01-08T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Ram%C3%B3n_Olaguer_Feli%C3%BA
http://www.wikidata.org/entity/Q5474281,Ramón María López Acevedo,1785-01-01T00:00:00Z,1826-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Ram%C3%B3n_Mar%C3%ADa_L%C3%B3pez_Acevedo
http://www.wikidata.org/entity/Q110492145,Pedro Juan Morell,1785-01-01T00:00:00Z,1867-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Pedro_Juan_Morell
http://www.wikidata.org/entity/Q42398550,Ignacio Barrios,1785-01-01T00:00:00Z,1867-01-01T00:00:00Z,Uruguay,,yes,
http://www.wikidata.org/entity/Q5842009,Mariano de Cabrerizo,1785-02-06T00:00:00Z,1868-12-09T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mariano_de_Cabrerizo
http://www.wikidata.org/entity/Q441072,Vicente López y Planes,1785-05-03T00:00:00Z,1856-10-10T00:00:00Z,Argentina,,yes,https://es.wikipedia.org/wiki/Vicente_L%C3%B3pez_y_Planes
http://www.wikidata.org/entity/Q5699506,Antonio Remón Zarco del Valle y Huet,1785-05-30T00:00:00Z,1866-04-20T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Antonio_Rem%C3%B3n_Zarco_del_Valle_y_Huet
http://www.wikidata.org/entity/Q5944203,José Musso,1785-12-26T00:00:00Z,1838-07-31T00:00:00Z,España,Colección lithographica de cuadros del Rey de España el Sr. D. Fernando VII,,https://es.wikipedia.org/wiki/Jos%C3%A9_Musso
http://www.wikidata.org/entity/Q2884733,José Ignacio de Sanjinés,1786-01-01T00:00:00Z,1864-08-15T00:00:00Z,Bolivia,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_de_Sanjin%C3%A9s
http://www.wikidata.org/entity/Q16617614,Pedro Sainz de Andino,1786-01-01T00:00:00Z,1863-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Pedro_Sainz_de_Andino
http://www.wikidata.org/entity/Q7925107,Vicente Alberti y Vidal,1786-01-01T00:00:00Z,1859-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Vicente_Alberti_y_Vidal
http://www.wikidata.org/entity/Q602627,Antonio José de Irisarri,1786-02-07T00:00:00Z,1868-06-10T00:00:00Z,Guatemala,,yes,https://es.wikipedia.org/wiki/Antonio_Jos%C3%A9_de_Irisarri
http://www.wikidata.org/entity/Q5952536,Juan Senovilla Recellado,1786-02-09T00:00:00Z,1899-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Juan_Senovilla_Recellado
http://www.wikidata.org/entity/Q6294353,José de la Torre Ugarte,1786-03-19T00:00:00Z,1831-09-01T00:00:00Z,Perú,Himno Nacional del Perú,,https://es.wikipedia.org/wiki/Jos%C3%A9_de_la_Torre_Ugarte
http://www.wikidata.org/entity/Q19458389,Mariano de Rementería y Fica,1786-04-07T00:00:00Z,1841-12-05T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q62577096,Bartolomé Amat y Bonifaz,1786-08-13T00:00:00Z,1850-09-28T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Bartolom%C3%A9_Amat_y_Bonifaz
http://www.wikidata.org/entity/Q3816870,Vicente Salvá,1786-11-10T00:00:00Z,1849-05-05T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Vicente_Salv%C3%A1
http://www.wikidata.org/entity/Q5551838,José María Tenorio Herrera,1787-01-01T00:00:00Z,1867-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Tenorio_Herrera
http://www.wikidata.org/entity/Q27357,Francisco Martínez de la Rosa,1787-03-10T00:00:00Z,1862-02-07T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Francisco_Mart%C3%ADnez_de_la_Rosa
http://www.wikidata.org/entity/Q2918217,José María Pando,1787-03-28T00:00:00Z,1840-11-23T00:00:00Z,Perú,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Pando
http://www.wikidata.org/entity/Q524664,Andrés Quintana Roo,1787-11-30T00:00:00Z,1851-04-15T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Andr%C3%A9s_Quintana_Roo
http://www.wikidata.org/entity/Q809535,Bartolomé Hidalgo,1788-08-24T00:00:00Z,1822-11-28T00:00:00Z,Uruguay,,yes,https://es.wikipedia.org/wiki/Bartolom%C3%A9_Hidalgo
http://www.wikidata.org/entity/Q24878993,José Vicente Álvarez Perera,1789-01-01T00:00:00Z,1854-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Vicente_%C3%81lvarez_Perera
http://www.wikidata.org/entity/Q6015127,Miguel Santa María,1789-01-01T00:00:00Z,1837-04-23T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Miguel_Santa_Mar%C3%ADa
http://www.wikidata.org/entity/Q16206392,Francisco Vasallo,1789-01-01T00:00:00Z,1849-12-20T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q2645282,José Fernández Madrid,1789-02-19T00:00:00Z,1830-06-28T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Fern%C3%A1ndez_Madrid
http://www.wikidata.org/entity/Q5698267,Antonio F. Díaz,1789-03-26T00:00:00Z,1869-09-12T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Antonio_Felipe_D%C3%ADaz
http://www.wikidata.org/entity/Q332110,Antonio Alcalá Galiano,1789-07-22T00:00:00Z,1865-04-11T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Antonio_Alcal%C3%A1_Galiano
http://www.wikidata.org/entity/Q934097,Bernardo Monteagudo,1789-08-20T00:00:00Z,1825-01-28T00:00:00Z,Argentina,,yes,https://es.wikipedia.org/wiki/Bernardo_de_Monteagudo
http://www.wikidata.org/entity/Q1891493,Manuel Eduardo de Gorostiza,1789-10-13T00:00:00Z,1851-10-23T00:00:00Z,México,"Apéndice a la galería de los más celebres periodistas, folletistas y articulistas de esta capital",,https://es.wikipedia.org/wiki/Manuel_Eduardo_de_Gorostiza
http://www.wikidata.org/entity/Q399155,Agustín Durán,1789-10-14T00:00:00Z,1862-12-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Agust%C3%ADn_Dur%C3%A1n
http://www.wikidata.org/entity/Q1350076,Ramón Carnicer Batlle,1789-10-24T00:00:00Z,1855-03-17T00:00:00Z,España,Himno Nacional de Chile,,https://es.wikipedia.org/wiki/Ram%C3%B3n_Carnicer_y_Batlle
http://www.wikidata.org/entity/Q56151941,Santiago Távara Andrade,1790-01-01T00:00:00Z,1874-01-28T00:00:00Z,Perú,,yes,https://es.wikipedia.org/wiki/Santiago_T%C3%A1vara_Andrade
http://www.wikidata.org/entity/Q5486106,José Urcullu,1790-01-01T00:00:00Z,1852-06-08T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Urcullu
http://www.wikidata.org/entity/Q5872276,Félix González de León,1790-01-01T00:00:00Z,1854-01-01T00:00:00Z,España,Noticia histórica del origen de los nombres de las calles de esta ciudad de Sevilla,,https://es.wikipedia.org/wiki/F%C3%A9lix_Gonz%C3%A1lez_de_Le%C3%B3n
http://www.wikidata.org/entity/Q20535597,Xosé Fernández Neira,1790-01-01T00:00:00Z,,España,Q51749716,,
http://www.wikidata.org/entity/Q42381167,Francisco Araúcho,1790-01-01T00:00:00Z,1863-02-28T00:00:00Z,Uruguay,,yes,
http://www.wikidata.org/entity/Q98099257,Félix María Hidalgo,1790-01-01T00:00:00Z,1835-01-01T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q130380572,Isidro García de Carrasquedo,1790-01-01T00:00:00Z,1862-01-01T00:00:00Z,México,,yes,
http://www.wikidata.org/entity/Q9057592,Pedro Novia de Salcedo,1790-01-18T00:00:00Z,1865-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Pedro_Novia_de_Salcedo
http://www.wikidata.org/entity/Q11183848,Rodrigo Echevarría y Briones,1790-04-17T00:00:00Z,1875-12-21T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Rodrigo_Echevarr%C3%ADa_y_Briones
http://www.wikidata.org/entity/Q604069,Antonio Pereira-Pacheco y Ruiz,1790-06-12T00:00:00Z,1858-04-28T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q2784384,Mariano Melgar,1790-08-10T00:00:00Z,1815-03-12T00:00:00Z,Virreinato del Perú,,yes,https://es.wikipedia.org/wiki/Mariano_Melgar
http://www.wikidata.org/entity/Q55836679,Luis Rodríguez Camaleño,1790-08-25T00:00:00Z,1863-12-05T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Luis_Rodr%C3%ADguez_Camale%C3%B1o
http://www.wikidata.org/entity/Q8251719,Braulio Foz,1791-01-01T00:00:00Z,1865-04-20T00:00:00Z,España,Vida de Pedro Saputo,,https://es.wikipedia.org/wiki/Braulio_Foz
http://www.wikidata.org/entity/Q9013824,José Escrig y Martínez,1791-01-01T00:00:00Z,1867-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Escrig_y_Mart%C3%ADnez
http://www.wikidata.org/entity/Q16177340,Tomàs Bertran i Soler,1791-01-01T00:00:00Z,1863-04-23T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Tom%C3%A0s_Bertran_i_Soler
http://www.wikidata.org/entity/Q3844990,Manuel Carpio,1791-03-01T00:00:00Z,1860-02-11T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Manuel_Carpio
http://www.wikidata.org/entity/Q155463,Duque de Rivas,1791-03-10T00:00:00Z,1865-06-22T00:00:00Z,España,Don Álvaro o la fuerza del sino,,https://es.wikipedia.org/wiki/Duque_de_Rivas
http://www.wikidata.org/entity/Q5948061,Juan Calderón,1791-04-19T00:00:00Z,1854-01-28T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Juan_Calder%C3%B3n
http://www.wikidata.org/entity/Q496493,Francisco Acuña de Figueroa,1791-09-03T00:00:00Z,1864-10-06T00:00:00Z,Virreinato del Río de la Plata,,yes,https://es.wikipedia.org/wiki/Francisco_Acu%C3%B1a_de_Figueroa
http://www.wikidata.org/entity/Q3329070,Andrés García Camba,1791-10-20T00:00:00Z,1861-10-06T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Andr%C3%A9s_Garc%C3%ADa_Camba
http://www.wikidata.org/entity/Q6680625,Lorenzo Antonio Fernández,1792-01-01T00:00:00Z,1852-01-01T00:00:00Z,Uruguay,,yes,https://es.wikipedia.org/wiki/Lorenzo_Antonio_Fern%C3%A1ndez
http://www.wikidata.org/entity/Q66796818,Antonio Ramírez de Arellano,1792-01-01T00:00:00Z,1867-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Antonio_Ram%C3%ADrez_de_Arellano_(1792-1867)
http://www.wikidata.org/entity/Q332111,Francisco Morazán,1792-10-03T00:00:00Z,1842-09-15T00:00:00Z,República Federal de Centroamérica,,yes,https://es.wikipedia.org/wiki/Francisco_Moraz%C3%A1n
http://www.wikidata.org/entity/Q30905573,Mariano Torrente,1792-10-12T00:00:00Z,1856-07-28T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mariano_Torrente
http://www.wikidata.org/entity/Q507298,Lucas Alamán Gonzalez,1792-10-17T00:00:00Z,1853-06-02T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Lucas_Alam%C3%A1n
http://www.wikidata.org/entity/Q332508,John Bowring,1792-10-17T00:00:00Z,1872-11-23T00:00:00Z,Reino Unido de Gran Bretaña e Irlanda,,yes,https://es.wikipedia.org/wiki/John_Bowring
http://www.wikidata.org/entity/Q40662286,Magín Ferrer,1792-10-18T00:00:00Z,1853-04-16T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mag%C3%ADn_Ferrer
http://www.wikidata.org/entity/Q1149737,Manuel Pando Fernández de Pinedo,1792-12-22T00:00:00Z,1872-02-20T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Manuel_Pando_Fern%C3%A1ndez_de_Pinedo
http://www.wikidata.org/entity/Q17634812,Juan Gualberto Godoy,1793-01-01T00:00:00Z,1864-01-01T00:00:00Z,Argentina,,yes,https://es.wikipedia.org/wiki/Juan_Gualberto_Godoy
http://www.wikidata.org/entity/Q11172273,Juan Wallparrimachi,1793-01-01T00:00:00Z,1814-01-01T00:00:00Z,Bolivia,,yes,https://es.wikipedia.org/wiki/Juan_Huallparrimachi
http://www.wikidata.org/entity/Q21010888,Juan Cueto Herrera,1793-01-01T00:00:00Z,1858-01-17T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Juan_Cueto_Herrera
