author,authorLabel,birthDate,deathDate,countryLabel,mainWorkLabel,main work count,sitelink
http://www.wikidata.org/entity/Q9028037,Manuel Payno,1810-06-21T00:00:00Z,1894-11-05T00:00:00Z,México,Los bandidos de Río Frío,1,https://es.wikipedia.org/wiki/Manuel_Payno
http://www.wikidata.org/entity/Q722738,Juan Bautista Alberdi,1810-08-29T00:00:00Z,1884-06-19T00:00:00Z,Argentina,Bases y puntos de partida para la organización política de la República Argentina,1,https://es.wikipedia.org/wiki/Juan_Bautista_Alberdi
http://www.wikidata.org/entity/Q254041,Domingo Faustino Sarmiento,1811-02-14T00:00:00Z,1888-09-11T00:00:00Z,Argentina,Campaña en el Ejército Grande,1,https://es.wikipedia.org/wiki/Domingo_Faustino_Sarmiento
http://www.wikidata.org/entity/Q254041,Domingo Faustino Sarmiento,1811-02-14T00:00:00Z,1888-09-11T00:00:00Z,Argentina,Vida de Dominguito,1,https://es.wikipedia.org/wiki/Domingo_Faustino_Sarmiento
http://www.wikidata.org/entity/Q254041,Domingo Faustino Sarmiento,1811-02-14T00:00:00Z,1888-09-11T00:00:00Z,Argentina,Recuerdos de provincia,1,https://es.wikipedia.org/wiki/Domingo_Faustino_Sarmiento
http://www.wikidata.org/entity/Q254041,Domingo Faustino Sarmiento,1811-02-14T00:00:00Z,1888-09-11T00:00:00Z,Argentina,Facundo o civilización y barbarie en las pampas argentinas,1,https://es.wikipedia.org/wiki/Domingo_Faustino_Sarmiento
http://www.wikidata.org/entity/Q21730807,Jacobo de la Pezuela y Lobo,1811-07-24T00:00:00Z,1882-10-03T00:00:00Z,España,"Diccionario geográfico, estadístico, histórico, de la isla de Cuba",1,https://es.wikipedia.org/wiki/Jacobo_de_la_Pezuela_y_Lobo
http://www.wikidata.org/entity/Q3032159,Nicomedes Pastor Díaz,1811-09-15T00:00:00Z,1863-03-22T00:00:00Z,España,Galería de españoles célebres contemporáneos,1,https://es.wikipedia.org/wiki/Nicomedes_Pastor_D%C3%ADaz
http://www.wikidata.org/entity/Q355112,Louis Blanc,1811-10-29T00:00:00Z,1882-12-06T00:00:00Z,Francia,Talleres Nacionales,1,https://es.wikipedia.org/wiki/Louis_Blanc
http://www.wikidata.org/entity/Q355112,Louis Blanc,1811-10-29T00:00:00Z,1882-12-06T00:00:00Z,Francia,derecho al trabajo,1,https://es.wikipedia.org/wiki/Louis_Blanc
http://www.wikidata.org/entity/Q53547207,José María Anchóriz,1813-01-01T00:00:00Z,1877-10-01T00:00:00Z,España,Ensayo de geografía histórica antigua,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Anch%C3%B3riz
http://www.wikidata.org/entity/Q4894015,Vicente Boix,1813-01-01T00:00:00Z,1880-01-01T00:00:00Z,España,Valencia histórica y topográfica,1,https://es.wikipedia.org/wiki/Vicente_Boix
http://www.wikidata.org/entity/Q5938198,José Antonio Wilde,1814-01-01T00:00:00Z,1885-01-14T00:00:00Z,Argentina,Buenos Aires desde setenta años atrás,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Wilde
http://www.wikidata.org/entity/Q728365,Eugenio de Ochoa,1815-04-19T00:00:00Z,1872-02-29T00:00:00Z,España,La Eneida,1,https://es.wikipedia.org/wiki/Eugenio_de_Ochoa
http://www.wikidata.org/entity/Q5759033,Cayetano Alberto de la Barrera,1815-08-07T00:00:00Z,1872-10-30T00:00:00Z,España,Catálogo bibliográfico y biográfico del teatro antiguo español,1,https://es.wikipedia.org/wiki/Cayetano_Alberto_de_la_Barrera
http://www.wikidata.org/entity/Q18324794,Luis G. Inclán,1816-06-21T00:00:00Z,1875-10-23T00:00:00Z,México,Recuerdos del Chamberín,1,https://es.wikipedia.org/wiki/Luis_G._Incl%C3%A1n
http://www.wikidata.org/entity/Q18324794,Luis G. Inclán,1816-06-21T00:00:00Z,1875-10-23T00:00:00Z,México,"Astucia, el jefe de los Hermanos de la Hoja",1,https://es.wikipedia.org/wiki/Luis_G._Incl%C3%A1n
http://www.wikidata.org/entity/Q6148425,Tomás Baeza González,1816-12-21T00:00:00Z,1891-09-12T00:00:00Z,España,Apuntes biográficos de escritores segovianos,1,https://es.wikipedia.org/wiki/Tom%C3%A1s_Baeza_Gonz%C3%A1lez
http://www.wikidata.org/entity/Q331863,José Zorrilla,1817-02-21T00:00:00Z,1893-01-23T00:00:00Z,España,Don Juan Tenorio,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Zorrilla
http://www.wikidata.org/entity/Q12261791,Ladislao de Velasco,1817-06-26T00:00:00Z,1891-01-23T00:00:00Z,España,Biografía de Juan Sebastián del Cano,1,https://es.wikipedia.org/wiki/Ladislao_de_Velasco
http://www.wikidata.org/entity/Q12261791,Ladislao de Velasco,1817-06-26T00:00:00Z,1891-01-23T00:00:00Z,España,Memorias del Vitoria de antaño,1,https://es.wikipedia.org/wiki/Ladislao_de_Velasco
http://www.wikidata.org/entity/Q3818039,Francisco Navarro Villoslada,1818-10-09T00:00:00Z,1895-08-29T00:00:00Z,España,Amaya o los vascos en el siglo VIII,1,https://es.wikipedia.org/wiki/Francisco_Navarro_Villoslada
http://www.wikidata.org/entity/Q18190933,Jerónimo Borao y Clemente,1821-01-01T00:00:00Z,1878-11-23T00:00:00Z,España,El ajedrez,1,https://es.wikipedia.org/wiki/Jer%C3%B3nimo_Borao_y_Clemente
http://www.wikidata.org/entity/Q17516859,José Sánchez de Neira y Álvarez de Toledo,1823-02-02T00:00:00Z,1898-01-04T00:00:00Z,España,El toreo. Gran diccionario tauromáquico (1879),1,https://es.wikipedia.org/wiki/Jos%C3%A9_S%C3%A1nchez_de_Neira
http://www.wikidata.org/entity/Q17516859,José Sánchez de Neira y Álvarez de Toledo,1823-02-02T00:00:00Z,1898-01-04T00:00:00Z,España,Gran diccionario taurómaco,1,https://es.wikipedia.org/wiki/Jos%C3%A9_S%C3%A1nchez_de_Neira
http://www.wikidata.org/entity/Q1051533,Francisco González Bocanegra,1824-01-08T00:00:00Z,1861-04-11T00:00:00Z,México,Himno Nacional Mexicano,1,https://es.wikipedia.org/wiki/Francisco_Gonz%C3%A1lez_Bocanegra
http://www.wikidata.org/entity/Q3326271,Benito Vicetto,1824-05-21T00:00:00Z,1878-05-28T00:00:00Z,España,Q113328173,1,https://es.wikipedia.org/wiki/Benito_Vicetto
http://www.wikidata.org/entity/Q3326271,Benito Vicetto,1824-05-21T00:00:00Z,1878-05-28T00:00:00Z,España,Historia de Galicia,1,https://es.wikipedia.org/wiki/Benito_Vicetto
http://www.wikidata.org/entity/Q3326271,Benito Vicetto,1824-05-21T00:00:00Z,1878-05-28T00:00:00Z,España,El Clamor de Galicia,1,https://es.wikipedia.org/wiki/Benito_Vicetto
http://www.wikidata.org/entity/Q3326271,Benito Vicetto,1824-05-21T00:00:00Z,1878-05-28T00:00:00Z,España,Diario de La Coruña,1,https://es.wikipedia.org/wiki/Benito_Vicetto
http://www.wikidata.org/entity/Q3326271,Benito Vicetto,1824-05-21T00:00:00Z,1878-05-28T00:00:00Z,España,Revista Galaica,1,https://es.wikipedia.org/wiki/Benito_Vicetto
http://www.wikidata.org/entity/Q713246,Víctor Balaguer,1824-12-11T00:00:00Z,1901-01-14T00:00:00Z,España,Las calles de Barcelona,1,https://es.wikipedia.org/wiki/V%C3%ADctor_Balaguer
http://www.wikidata.org/entity/Q823003,Bernardo Guimarães,1825-08-15T00:00:00Z,1884-03-10T00:00:00Z,Brasil,O Seminarista,1,https://es.wikipedia.org/wiki/Bernardo_Guimar%C3%A3es
http://www.wikidata.org/entity/Q823003,Bernardo Guimarães,1825-08-15T00:00:00Z,1884-03-10T00:00:00Z,Brasil,A Escrava Isaura,1,https://es.wikipedia.org/wiki/Bernardo_Guimar%C3%A3es
http://www.wikidata.org/entity/Q3808593,Joaquín García Icazbalceta,1825-08-21T00:00:00Z,1894-11-26T00:00:00Z,México,Colección de documentos para la historia de México,1,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Garc%C3%ADa_Icazbalceta
http://www.wikidata.org/entity/Q3808593,Joaquín García Icazbalceta,1825-08-21T00:00:00Z,1894-11-26T00:00:00Z,México,Vocabulario de mexicanismos,1,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Garc%C3%ADa_Icazbalceta
http://www.wikidata.org/entity/Q5993954,Manuel Ovilo y Otero,1826-01-01T00:00:00Z,1885-01-01T00:00:00Z,España,Manual de biografía y de bibliografía de los escritores españoles del siglo XIX (1859),1,https://es.wikipedia.org/wiki/Manuel_Ovilo_y_Otero
http://www.wikidata.org/entity/Q5699379,Antonio Plaza,1830-06-02T00:00:00Z,1882-08-26T00:00:00Z,México,Album del corazón,1,https://es.wikipedia.org/wiki/Antonio_Plaza_Llamas
http://www.wikidata.org/entity/Q21666081,Daniel Ramón de Arrese y Duque,1831-01-03T00:00:00Z,1891-09-01T00:00:00Z,España,Poesías póstumas de D. Obdulio de Perea,1,https://es.wikipedia.org/wiki/Daniel_Ram%C3%B3n_de_Arrese_y_Duque
http://www.wikidata.org/entity/Q1710543,Juan León Mera,1832-06-28T00:00:00Z,1894-12-13T00:00:00Z,Ecuador,cromo,1,https://es.wikipedia.org/wiki/Juan_Le%C3%B3n_Mera
http://www.wikidata.org/entity/Q54823809,Máximo Fuertes Acevedo,1832-12-09T00:00:00Z,1890-07-01T00:00:00Z,España,Bosquejo acerca del estado que alcanzó en todas épocas la literatura en Asturias,1,https://es.wikipedia.org/wiki/M%C3%A1ximo_Fuertes_Acevedo
http://www.wikidata.org/entity/Q587686,Jacinto Labaila y González,1833-01-01T00:00:00Z,1895-01-01T00:00:00Z,España,Los miserables (1887),1,https://es.wikipedia.org/wiki/Jacinto_Labaila
http://www.wikidata.org/entity/Q55837374,Mario de la Sala Valdés,1833-01-18T00:00:00Z,1909-12-01T00:00:00Z,España,Obelisco Histórico en honor de los heróicos defensores de Zaragoza en sus dos Sitios (1808-1809),1,
http://www.wikidata.org/entity/Q4115628,José María de Pereda,1833-02-06T00:00:00Z,1906-03-01T00:00:00Z,España,Al primer vuelo,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_de_Pereda
http://www.wikidata.org/entity/Q4115628,José María de Pereda,1833-02-06T00:00:00Z,1906-03-01T00:00:00Z,España,Tipos y paisajes,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_de_Pereda
http://www.wikidata.org/entity/Q4115628,José María de Pereda,1833-02-06T00:00:00Z,1906-03-01T00:00:00Z,España,El sabor de la tierruca,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_de_Pereda
http://www.wikidata.org/entity/Q3055400,Manuel Murguía,1833-05-17T00:00:00Z,1923-02-02T00:00:00Z,España,Diccionario de escritores gallegos,1,https://es.wikipedia.org/wiki/Manuel_Murgu%C3%ADa
http://www.wikidata.org/entity/Q3055400,Manuel Murguía,1833-05-17T00:00:00Z,1923-02-02T00:00:00Z,España,Los precursores,1,https://es.wikipedia.org/wiki/Manuel_Murgu%C3%ADa
