author,authorLabel,birthDate,deathDate,countryLabel,mainWorkLabel,mainWork_missing,sitelink,length,1,length.
http://www.wikidata.org/entity/Q50674241,Blas Ostolaza,1775-11-17T00:00:00Z,1835-08-06T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Blas_Ostolaza,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Blas_Ostolaza&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Blas_Ostolaza"",""to"":""Blas Ostolaza""}],""pages"":{""8390245"":{""pageid"":8390245,""ns"":0,""title"":""Blas Ostolaza"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:50:34Z"",""lastrevid"":164478754,""length"":22848}}}}",22848
http://www.wikidata.org/entity/Q5511619,Félix Mejía,1776-01-01T00:00:00Z,1853-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/F%C3%A9lix_Mej%C3%ADa,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=F%C3%A9lix_Mej%C3%ADa&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""F\u00e9lix_Mej\u00eda"",""to"":""F\u00e9lix Mej\u00eda""}],""pages"":{""342913"":{""pageid"":342913,""ns"":0,""title"":""F\u00e9lix Mej\u00eda"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:16Z"",""lastrevid"":163491932,""length"":28372}}}}",28372
http://www.wikidata.org/entity/Q5690321,Francisco de Paula Castañeda,1776-01-01T00:00:00Z,1832-01-01T00:00:00Z,Argentina,,yes,https://es.wikipedia.org/wiki/Francisco_de_Paula_Casta%C3%B1eda,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Francisco_de_Paula_Casta%C3%B1eda&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Francisco_de_Paula_Casta\u00f1eda"",""to"":""Francisco de Paula Casta\u00f1eda""}],""pages"":{""997425"":{""pageid"":997425,""ns"":0,""title"":""Francisco de Paula Casta\u00f1eda"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:42:10Z"",""lastrevid"":167782001,""length"":8603}}}}",8603
http://www.wikidata.org/entity/Q351250,Vicente Salias,1776-03-23T00:00:00Z,1814-09-17T00:00:00Z,Venezuela,,yes,https://es.wikipedia.org/wiki/Vicente_Salias,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Vicente_Salias&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Vicente_Salias"",""to"":""Vicente Salias""}],""pages"":{""319982"":{""pageid"":319982,""ns"":0,""title"":""Vicente Salias"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:13Z"",""lastrevid"":164677274,""length"":3373}}}}",3373
http://www.wikidata.org/entity/Q5947301,Juan Antonio González Montero,1776-06-12T00:00:00Z,1899-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Juan_Antonio_Gonz%C3%A1lez_Montero,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Juan_Antonio_Gonz%C3%A1lez_Montero&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Juan_Antonio_Gonz\u00e1lez_Montero"",""to"":""Juan Antonio Gonz\u00e1lez Montero""}],""pages"":{""4421252"":{""pageid"":4421252,""ns"":0,""title"":""Juan Antonio Gonz\u00e1lez Montero"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:45:34Z"",""lastrevid"":156703295,""length"":1930}}}}",1930
http://www.wikidata.org/entity/Q5850629,Eugenio de Tapia García,1776-07-18T00:00:00Z,1860-08-04T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Eugenio_de_Tapia_Garc%C3%ADa,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Eugenio_de_Tapia_Garc%C3%ADa&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Eugenio_de_Tapia_Garc\u00eda"",""to"":""Eugenio de Tapia Garc\u00eda""}],""pages"":{""194921"":{""pageid"":194921,""ns"":0,""title"":""Eugenio de Tapia Garc\u00eda"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:00Z"",""lastrevid"":156341462,""length"":12128}}}}",12128
http://www.wikidata.org/entity/Q5750203,Bartolomé José Gallardo,1776-08-13T00:00:00Z,1852-09-14T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Bartolom%C3%A9_Jos%C3%A9_Gallardo,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Bartolom%C3%A9_Jos%C3%A9_Gallardo&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Bartolom\u00e9_Jos\u00e9_Gallardo"",""to"":""Bartolom\u00e9 Jos\u00e9 Gallardo""}],""pages"":{""123155"":{""pageid"":123155,""ns"":0,""title"":""Bartolom\u00e9 Jos\u00e9 Gallardo"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-10T12:41:19Z"",""lastrevid"":168011391,""length"":10382}}}}",10382
http://www.wikidata.org/entity/Q48368,José Joaquín Fernández de Lizardi,1776-11-15T00:00:00Z,1827-06-21T00:00:00Z,México,El Periquillo Sarniento,,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Eugenio_Fern%C3%A1ndez_de_Lizardi_Guti%C3%A9rrez,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Jos%C3%A9_Joaqu%C3%ADn_Eugenio_Fern%C3%A1ndez_de_Lizardi_Guti%C3%A9rrez&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Jos\u00e9_Joaqu\u00edn_Eugenio_Fern\u00e1ndez_de_Lizardi_Guti\u00e9rrez"",""to"":""Jos\u00e9 Joaqu\u00edn Eugenio Fern\u00e1ndez de Lizardi Guti\u00e9rrez""}],""pages"":{""26357"":{""pageid"":26357,""ns"":0,""title"":""Jos\u00e9 Joaqu\u00edn Eugenio Fern\u00e1ndez de Lizardi Guti\u00e9rrez"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-10T12:40:45Z"",""lastrevid"":168411126,""length"":14048}}}}",14048
http://www.wikidata.org/entity/Q125743,Carlos Anaya,1777-01-01T00:00:00Z,1862-01-01T00:00:00Z,Uruguay,,yes,https://es.wikipedia.org/wiki/Carlos_Anaya,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Carlos_Anaya&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Carlos_Anaya"",""to"":""Carlos Anaya""}],""pages"":{""149976"":{""pageid"":149976,""ns"":0,""title"":""Carlos Anaya"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:40:54Z"",""lastrevid"":165930922,""length"":5638}}}}",5638
http://www.wikidata.org/entity/Q9014294,José Manuel de Vadillo,1777-01-01T00:00:00Z,1858-01-08T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_de_Vadillo,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Jos%C3%A9_Manuel_de_Vadillo&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Jos\u00e9_Manuel_de_Vadillo"",""to"":""Jos\u00e9 Manuel de Vadillo""}],""pages"":{""361984"":{""pageid"":361984,""ns"":0,""title"":""Jos\u00e9 Manuel de Vadillo"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-07T13:47:05Z"",""lastrevid"":166503142,""length"":2982}}}}",2982
http://www.wikidata.org/entity/Q5791914,Cristóbal de Beña,1777-01-01T00:00:00Z,1833-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Crist%C3%B3bal_de_Be%C3%B1a,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Crist%C3%B3bal_de_Be%C3%B1a&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Crist\u00f3bal_de_Be\u00f1a"",""to"":""Crist\u00f3bal de Be\u00f1a""}],""pages"":{""298928"":{""pageid"":298928,""ns"":0,""title"":""Crist\u00f3bal de Be\u00f1a"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:11Z"",""lastrevid"":165344463,""length"":3149}}}}",3149
http://www.wikidata.org/entity/Q5950919,Juan Manuel Beruti,1777-01-01T00:00:00Z,1856-01-28T00:00:00Z,Argentina,,yes,https://es.wikipedia.org/wiki/Juan_Manuel_Beruti,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Juan_Manuel_Beruti&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Juan_Manuel_Beruti"",""to"":""Juan Manuel Beruti""}],""pages"":{""2055164"":{""pageid"":2055164,""ns"":0,""title"":""Juan Manuel Beruti"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:43:25Z"",""lastrevid"":168194925,""length"":4558}}}}",4558
http://www.wikidata.org/entity/Q11929319,Juan Mateo Zabala,1777-09-21T00:00:00Z,1840-02-06T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Juan_Mateo_Zabala,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Juan_Mateo_Zabala&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Juan_Mateo_Zabala"",""to"":""Juan Mateo Zabala""}],""pages"":{""11165266"":{""pageid"":11165266,""ns"":0,""title"":""Juan Mateo Zabala"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:54:40Z"",""lastrevid"":166878287,""length"":7845}}}}",7845
http://www.wikidata.org/entity/Q1536185,José Cecilio del Valle,1777-11-22T00:00:00Z,1834-03-02T00:00:00Z,República Federal de Centroamérica,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Cecilio_del_Valle,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Jos%C3%A9_Cecilio_del_Valle&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Jos\u00e9_Cecilio_del_Valle"",""to"":""Jos\u00e9 Cecilio del Valle""}],""pages"":{""613302"":{""pageid"":613302,""ns"":0,""title"":""Jos\u00e9 Cecilio del Valle"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-10T12:42:19Z"",""lastrevid"":167897481,""length"":84464}}}}",84464
http://www.wikidata.org/entity/Q720492,Juan Nicasio Gallego,1777-12-14T00:00:00Z,1853-01-09T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Juan_Nicasio_Gallego,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Juan_Nicasio_Gallego&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Juan_Nicasio_Gallego"",""to"":""Juan Nicasio Gallego""}],""pages"":{""410845"":{""pageid"":410845,""ns"":0,""title"":""Juan Nicasio Gallego"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:23Z"",""lastrevid"":165941102,""length"":7289}}}}",7289
http://www.wikidata.org/entity/Q5921254,Isidoro de Antillón y Marzo,1778-01-01T00:00:00Z,1814-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Isidoro_de_Antill%C3%B3n_y_Marzo,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Isidoro_de_Antill%C3%B3n_y_Marzo&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Isidoro_de_Antill\u00f3n_y_Marzo"",""to"":""Isidoro de Antill\u00f3n y Marzo""}],""pages"":{""1459873"":{""pageid"":1459873,""ns"":0,""title"":""Isidoro de Antill\u00f3n y Marzo"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-10T12:39:53Z"",""lastrevid"":163392703,""length"":14668}}}}",14668
http://www.wikidata.org/entity/Q28930,Bernardo O'Higgins,1778-08-20T00:00:00Z,1842-10-24T00:00:00Z,Confederación Perú-Boliviana,,yes,https://es.wikipedia.org/wiki/Bernardo_O%27Higgins,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Bernardo_O%27Higgins&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Bernardo_O'Higgins"",""to"":""Bernardo O'Higgins""}],""pages"":{""4341"":{""pageid"":4341,""ns"":0,""title"":""Bernardo O'Higgins"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-12T17:09:16Z"",""lastrevid"":168950268,""length"":144923}}}}",144923
http://www.wikidata.org/entity/Q3087826,Javier de Burgos,1778-10-22T00:00:00Z,1848-01-22T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Javier_de_Burgos,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Javier_de_Burgos&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Javier_de_Burgos"",""to"":""Javier de Burgos""}],""pages"":{""51595"":{""pageid"":51595,""ns"":0,""title"":""Javier de Burgos"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-08T16:16:33Z"",""lastrevid"":163933975,""length"":10342}}}}",10342
http://www.wikidata.org/entity/Q9075361,Sebastián Miñano,1779-01-20T00:00:00Z,1845-02-06T00:00:00Z,España,Diccionario geográfico-estadístico de España y Portugal,,https://es.wikipedia.org/wiki/Sebasti%C3%A1n_Mi%C3%B1ano,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Sebasti%C3%A1n_Mi%C3%B1ano&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Sebasti\u00e1n_Mi\u00f1ano"",""to"":""Sebasti\u00e1n Mi\u00f1ano""}],""pages"":{""226261"":{""pageid"":226261,""ns"":0,""title"":""Sebasti\u00e1n Mi\u00f1ano"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:03Z"",""lastrevid"":156096366,""length"":18858}}}}",18858
http://www.wikidata.org/entity/Q5806180,Diego González Alonso,1779-09-23T00:00:00Z,1841-05-11T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Diego_Gonz%C3%A1lez_Alonso,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Diego_Gonz%C3%A1lez_Alonso&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Diego_Gonz\u00e1lez_Alonso"",""to"":""Diego Gonz\u00e1lez Alonso""}],""pages"":{""1787516"":{""pageid"":1787516,""ns"":0,""title"":""Diego Gonz\u00e1lez Alonso"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-14T22:51:02Z"",""lastrevid"":167779933,""length"":4169}}}}",4169
http://www.wikidata.org/entity/Q5941650,Rafael Crespo,1779-10-24T00:00:00Z,1842-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Rafael_Crespo,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Rafael_Crespo&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Rafael_Crespo"",""to"":""Rafael Crespo""}],""pages"":{""2148393"":{""pageid"":2148393,""ns"":0,""title"":""Rafael Crespo"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:43:30Z"",""lastrevid"":166341547,""length"":5131}}}}",5131
http://www.wikidata.org/entity/Q8963192,Félix Enciso Castrillón,1780-01-01T00:00:00Z,1840-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/F%C3%A9lix_Enciso_Castrill%C3%B3n,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=F%C3%A9lix_Enciso_Castrill%C3%B3n&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""F\u00e9lix_Enciso_Castrill\u00f3n"",""to"":""F\u00e9lix Enciso Castrill\u00f3n""}],""pages"":{""5720025"":{""pageid"":5720025,""ns"":0,""title"":""F\u00e9lix Enciso Castrill\u00f3n"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:47:34Z"",""lastrevid"":158759583,""length"":11384}}}}",11384
http://www.wikidata.org/entity/Q16943535,José Robreño y Tort,1780-01-01T00:00:00Z,1838-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Jos%C3%A9_Robre%C3%B1o_y_Tort,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Jos%C3%A9_Robre%C3%B1o_y_Tort&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Jos\u00e9_Robre\u00f1o_y_Tort"",""to"":""Jos\u00e9 Robre\u00f1o y Tort""}],""pages"":{""10371593"":{""pageid"":10371593,""ns"":0,""title"":""Jos\u00e9 Robre\u00f1o y Tort"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:53:17Z"",""lastrevid"":156839882,""length"":7154}}}}",7154
http://www.wikidata.org/entity/Q11922694,Francisco Altés y Casals,1780-01-01T00:00:00Z,1838-11-28T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Francisco_Alt%C3%A9s_y_Casals,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Francisco_Alt%C3%A9s_y_Casals&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Francisco_Alt\u00e9s_y_Casals"",""to"":""Francisco Alt\u00e9s y Casals""}],""pages"":{""8867186"":{""pageid"":8867186,""ns"":0,""title"":""Francisco Alt\u00e9s y Casals"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:51:20Z"",""lastrevid"":160291829,""length"":2868}}}}",2868
