author,authorLabel,birthDate,deathDate,awardLabel,sitelink
http://www.wikidata.org/entity/Q3329070,Andrés García Camba,1791-10-20T00:00:00Z,1861-10-06T00:00:00Z,caballero de la Orden de Santiago,https://es.wikipedia.org/wiki/Andr%C3%A9s_Garc%C3%ADa_Camba
http://www.wikidata.org/entity/Q3329070,Andrés García Camba,1791-10-20T00:00:00Z,1861-10-06T00:00:00Z,Gran Cruz de la Orden de San Hermenegildo,https://es.wikipedia.org/wiki/Andr%C3%A9s_Garc%C3%ADa_Camba
http://www.wikidata.org/entity/Q332508,John Bowring,1792-10-17T00:00:00Z,1872-11-23T00:00:00Z,Miembro de la Real Sociedad Geografica,https://es.wikipedia.org/wiki/John_Bowring
http://www.wikidata.org/entity/Q332508,John Bowring,1792-10-17T00:00:00Z,1872-11-23T00:00:00Z,miembro de la Royal Society,https://es.wikipedia.org/wiki/John_Bowring
http://www.wikidata.org/entity/Q332508,John Bowring,1792-10-17T00:00:00Z,1872-11-23T00:00:00Z,Caballero comendador de la Orden del Baño,https://es.wikipedia.org/wiki/John_Bowring
http://www.wikidata.org/entity/Q1149737,Manuel Pando Fernández de Pinedo,1792-12-22T00:00:00Z,1872-02-20T00:00:00Z,Gran Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Manuel_Pando_Fern%C3%A1ndez_de_Pinedo
http://www.wikidata.org/entity/Q1149737,Manuel Pando Fernández de Pinedo,1792-12-22T00:00:00Z,1872-02-20T00:00:00Z,Caballero de la Orden del Toisón de Oro,https://es.wikipedia.org/wiki/Manuel_Pando_Fern%C3%A1ndez_de_Pinedo
http://www.wikidata.org/entity/Q2035566,Serafín María de Sotto,1793-10-12T00:00:00Z,1862-02-23T00:00:00Z,Gran Cruz de la Orden de San Hermenegildo,https://es.wikipedia.org/wiki/Seraf%C3%ADn_Mar%C3%ADa_de_Sotto
http://www.wikidata.org/entity/Q2035566,Serafín María de Sotto,1793-10-12T00:00:00Z,1862-02-23T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Seraf%C3%ADn_Mar%C3%ADa_de_Sotto
http://www.wikidata.org/entity/Q2035566,Serafín María de Sotto,1793-10-12T00:00:00Z,1862-02-23T00:00:00Z,Caballero de la Orden Nacional de la Legión de Honor,https://es.wikipedia.org/wiki/Seraf%C3%ADn_Mar%C3%ADa_de_Sotto
http://www.wikidata.org/entity/Q3078575,Manuel Marliani,1795-07-13T00:00:00Z,1873-01-15T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Manuel_Marliani
http://www.wikidata.org/entity/Q3078575,Manuel Marliani,1795-07-13T00:00:00Z,1873-01-15T00:00:00Z,Orden de Carlos III,https://es.wikipedia.org/wiki/Manuel_Marliani
http://www.wikidata.org/entity/Q3330151,José Caveda y Nava,1796-01-01T00:00:00Z,1882-01-01T00:00:00Z,Gran Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Jos%C3%A9_Caveda_y_Nava
http://www.wikidata.org/entity/Q3330151,José Caveda y Nava,1796-01-01T00:00:00Z,1882-01-01T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Jos%C3%A9_Caveda_y_Nava
http://www.wikidata.org/entity/Q973094,Ramón de la Sagra,1798-04-08T00:00:00Z,1871-05-23T00:00:00Z,caballero de la orden de Leopoldo II,https://es.wikipedia.org/wiki/Ram%C3%B3n_de_la_Sagra
http://www.wikidata.org/entity/Q1377287,Joaquín María López,1798-08-15T00:00:00Z,1855-11-14T00:00:00Z,Gran Cruz de la Orden de Cristo,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Mar%C3%ADa_L%C3%B3pez
http://www.wikidata.org/entity/Q1377287,Joaquín María López,1798-08-15T00:00:00Z,1855-11-14T00:00:00Z,Encomienda de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Mar%C3%ADa_L%C3%B3pez
http://www.wikidata.org/entity/Q7159675,Pedro José Pidal,1799-11-25T00:00:00Z,1865-12-28T00:00:00Z,Gran Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Pedro_Jos%C3%A9_Pidal
http://www.wikidata.org/entity/Q7159675,Pedro José Pidal,1799-11-25T00:00:00Z,1865-12-28T00:00:00Z,Caballero de la Orden del Toisón de Oro,https://es.wikipedia.org/wiki/Pedro_Jos%C3%A9_Pidal
http://www.wikidata.org/entity/Q5057950,Celestino Álvarez,1801-01-01T00:00:00Z,1957-01-01T00:00:00Z,Hijo Predilecto,https://es.wikipedia.org/wiki/Celestino_%C3%81lvarez
http://www.wikidata.org/entity/Q5952334,Juan Roca de Togores y Carrasco,1801-12-13T00:00:00Z,1883-05-25T00:00:00Z,Senador gran cruz de la Sagrada Orden Militar Constantiniana de San Jorge (Parma),https://es.wikipedia.org/wiki/Juan_Roca_de_Togores_y_Carrasco
http://www.wikidata.org/entity/Q8776305,Enrique de Vedia,1802-10-15T00:00:00Z,1863-10-08T00:00:00Z,Encomienda de Número de la Orden de Carlos III,https://es.wikipedia.org/wiki/Enrique_de_Vedia
http://www.wikidata.org/entity/Q200476,Juan Bravo Murillo,1803-06-24T00:00:00Z,1873-02-11T00:00:00Z,Senador gran cruz de la Sagrada Orden Militar Constantiniana de San Jorge (Parma),https://es.wikipedia.org/wiki/Juan_Bravo_Murillo
http://www.wikidata.org/entity/Q200476,Juan Bravo Murillo,1803-06-24T00:00:00Z,1873-02-11T00:00:00Z,Gran Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Juan_Bravo_Murillo
http://www.wikidata.org/entity/Q959518,Salustiano Olózaga,1805-06-08T00:00:00Z,1873-09-26T00:00:00Z,Senador gran cruz de la Sagrada Orden Militar Constantiniana de San Jorge (Parma),https://es.wikipedia.org/wiki/Salustiano_Ol%C3%B3zaga
http://www.wikidata.org/entity/Q959518,Salustiano Olózaga,1805-06-08T00:00:00Z,1873-09-26T00:00:00Z,Gran Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Salustiano_Ol%C3%B3zaga
http://www.wikidata.org/entity/Q959518,Salustiano Olózaga,1805-06-08T00:00:00Z,1873-09-26T00:00:00Z,Caballero de la Orden del Toisón de Oro,https://es.wikipedia.org/wiki/Salustiano_Ol%C3%B3zaga
http://www.wikidata.org/entity/Q627987,Modesto Lafuente,1806-05-01T00:00:00Z,1866-10-25T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Modesto_Lafuente
http://www.wikidata.org/entity/Q2427046,Pascual Madoz,1806-05-17T00:00:00Z,1870-12-13T00:00:00Z,Hijo Adoptivo de Barcelona,https://es.wikipedia.org/wiki/Pascual_Madoz
http://www.wikidata.org/entity/Q2427046,Pascual Madoz,1806-05-17T00:00:00Z,1870-12-13T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Pascual_Madoz
http://www.wikidata.org/entity/Q5866884,Francisco Méndez Álvaro,1806-07-27T00:00:00Z,1883-12-19T00:00:00Z,Gran Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Francisco_M%C3%A9ndez_%C3%81lvaro
http://www.wikidata.org/entity/Q5866884,Francisco Méndez Álvaro,1806-07-27T00:00:00Z,1883-12-19T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Francisco_M%C3%A9ndez_%C3%81lvaro
http://www.wikidata.org/entity/Q5484161,Francisco de Paula Mellado,1807-01-01T00:00:00Z,1876-04-18T00:00:00Z,Gran Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Francisco_de_Paula_Mellado
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Miembro de la Academia Estadounidense de las Artes y las Ciencias,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Orden del Mérito de las Ciencias y las Artes,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q4777056,Antonio Benavides Fernández de Navarrete,1807-06-20T00:00:00Z,1884-01-23T00:00:00Z,caballero de la Orden de Santiago,https://es.wikipedia.org/wiki/Antonio_Benavides_Fern%C3%A1ndez_de_Navarrete
http://www.wikidata.org/entity/Q4777056,Antonio Benavides Fernández de Navarrete,1807-06-20T00:00:00Z,1884-01-23T00:00:00Z,Gran Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Antonio_Benavides_Fern%C3%A1ndez_de_Navarrete
http://www.wikidata.org/entity/Q4777056,Antonio Benavides Fernández de Navarrete,1807-06-20T00:00:00Z,1884-01-23T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Antonio_Benavides_Fern%C3%A1ndez_de_Navarrete
http://www.wikidata.org/entity/Q539,Giuseppe Garibaldi,1807-07-04T00:00:00Z,1882-06-02T00:00:00Z,Escudo de San Antonio,https://es.wikipedia.org/wiki/Giuseppe_Garibaldi
http://www.wikidata.org/entity/Q539,Giuseppe Garibaldi,1807-07-04T00:00:00Z,1882-06-02T00:00:00Z,Medalla de Oro al Valor Militar,https://es.wikipedia.org/wiki/Giuseppe_Garibaldi
http://www.wikidata.org/entity/Q539,Giuseppe Garibaldi,1807-07-04T00:00:00Z,1882-06-02T00:00:00Z,Gran Oficial de la Orden militar de Italia,https://es.wikipedia.org/wiki/Giuseppe_Garibaldi
http://www.wikidata.org/entity/Q539,Giuseppe Garibaldi,1807-07-04T00:00:00Z,1882-06-02T00:00:00Z,Commemoration Medal for the thousand of Marsala,https://es.wikipedia.org/wiki/Giuseppe_Garibaldi
http://www.wikidata.org/entity/Q573223,Patricio de la Escosura y Morrogh,1807-11-05T00:00:00Z,1878-01-22T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Patricio_de_la_Escosura
http://www.wikidata.org/entity/Q1397919,Joaquín Francisco Pacheco,1808-02-22T00:00:00Z,1865-10-08T00:00:00Z,Orden de Carlos III,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Francisco_Pacheco
http://www.wikidata.org/entity/Q162269,Jefferson Davis,1808-06-03T00:00:00Z,1889-12-06T00:00:00Z,Davis Guards Medal,https://es.wikipedia.org/wiki/Jefferson_Davis
http://www.wikidata.org/entity/Q16607425,Miguel de Cárdenas y Chaves,1808-09-29T00:00:00Z,1890-01-01T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Miguel_de_C%C3%A1rdenas_y_Chaves
http://www.wikidata.org/entity/Q5655012,Antonio Ros de Olano,1808-12-09T00:00:00Z,1886-07-24T00:00:00Z,Gran Cruz Laureada de San Fernando,https://es.wikipedia.org/wiki/Antonio_Ros_de_Olano
http://www.wikidata.org/entity/Q5655012,Antonio Ros de Olano,1808-12-09T00:00:00Z,1886-07-24T00:00:00Z,Gran Cruz de la Orden de San Hermenegildo,https://es.wikipedia.org/wiki/Antonio_Ros_de_Olano
http://www.wikidata.org/entity/Q5655012,Antonio Ros de Olano,1808-12-09T00:00:00Z,1886-07-24T00:00:00Z,Gran Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Antonio_Ros_de_Olano
http://www.wikidata.org/entity/Q5860456,Fernando Corradi,1808-12-10T00:00:00Z,1885-02-26T00:00:00Z,Gran Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Fernando_de_Corradi
http://www.wikidata.org/entity/Q1710495,Juan de la Pezuela,1809-01-01T00:00:00Z,1906-11-01T00:00:00Z,Cruz Laureada de San Fernando,https://es.wikipedia.org/wiki/Juan_de_la_Pezuela
http://www.wikidata.org/entity/Q1710495,Juan de la Pezuela,1809-01-01T00:00:00Z,1906-11-01T00:00:00Z,caballero de la Orden de Calatrava,https://es.wikipedia.org/wiki/Juan_de_la_Pezuela
http://www.wikidata.org/entity/Q1710495,Juan de la Pezuela,1809-01-01T00:00:00Z,1906-11-01T00:00:00Z,Gran Cruz de la Orden de San Hermenegildo,https://es.wikipedia.org/wiki/Juan_de_la_Pezuela
http://www.wikidata.org/entity/Q1710495,Juan de la Pezuela,1809-01-01T00:00:00Z,1906-11-01T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Juan_de_la_Pezuela
http://www.wikidata.org/entity/Q1710495,Juan de la Pezuela,1809-01-01T00:00:00Z,1906-11-01T00:00:00Z,Caballero de la Orden del Toisón de Oro,https://es.wikipedia.org/wiki/Juan_de_la_Pezuela
http://www.wikidata.org/entity/Q1710495,Juan de la Pezuela,1809-01-01T00:00:00Z,1906-11-01T00:00:00Z,Gran Oficial de la Orden Nacional de la Legión de Honor,https://es.wikipedia.org/wiki/Juan_de_la_Pezuela
http://www.wikidata.org/entity/Q723141,Juan Donoso Cortés,1809-05-06T00:00:00Z,1853-05-03T00:00:00Z,Orden Nacional de la Legión de Honor,https://es.wikipedia.org/wiki/Juan_Donoso_Cort%C3%A9s
http://www.wikidata.org/entity/Q11938407,Narciso de Ametller,1810-04-16T00:00:00Z,1877-11-02T00:00:00Z,Gran Cruz de la Orden de San Hermenegildo,https://es.wikipedia.org/wiki/Narciso_de_Ametller
http://www.wikidata.org/entity/Q11938407,Narciso de Ametller,1810-04-16T00:00:00Z,1877-11-02T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Narciso_de_Ametller
http://www.wikidata.org/entity/Q11698616,Pedro Mata Fontanet,1811-07-13T00:00:00Z,1877-05-27T00:00:00Z,hijo ilustre,https://es.wikipedia.org/wiki/Pedro_Mata_Fontanet
http://www.wikidata.org/entity/Q11698616,Pedro Mata Fontanet,1811-07-13T00:00:00Z,1877-05-27T00:00:00Z,Gran Cruz de la Orden Civil de María Victoria,https://es.wikipedia.org/wiki/Pedro_Mata_Fontanet
http://www.wikidata.org/entity/Q3032159,Nicomedes Pastor Díaz,1811-09-15T00:00:00Z,1863-03-22T00:00:00Z,Senador gran cruz de la Sagrada Orden Militar Constantiniana de San Jorge (Parma),https://es.wikipedia.org/wiki/Nicomedes_Pastor_D%C3%ADaz
http://www.wikidata.org/entity/Q3032159,Nicomedes Pastor Díaz,1811-09-15T00:00:00Z,1863-03-22T00:00:00Z,Orden de San Jenaro,https://es.wikipedia.org/wiki/Nicomedes_Pastor_D%C3%ADaz
http://www.wikidata.org/entity/Q3032159,Nicomedes Pastor Díaz,1811-09-15T00:00:00Z,1863-03-22T00:00:00Z,Orden de los Santos Mauricio y Lázaro,https://es.wikipedia.org/wiki/Nicomedes_Pastor_D%C3%ADaz
http://www.wikidata.org/entity/Q3032159,Nicomedes Pastor Díaz,1811-09-15T00:00:00Z,1863-03-22T00:00:00Z,Orden de Cristo,https://es.wikipedia.org/wiki/Nicomedes_Pastor_D%C3%ADaz
http://www.wikidata.org/entity/Q3032159,Nicomedes Pastor Díaz,1811-09-15T00:00:00Z,1863-03-22T00:00:00Z,Orden de Carlos III,https://es.wikipedia.org/wiki/Nicomedes_Pastor_D%C3%ADaz
http://www.wikidata.org/entity/Q3032159,Nicomedes Pastor Díaz,1811-09-15T00:00:00Z,1863-03-22T00:00:00Z,Orden de San José,https://es.wikipedia.org/wiki/Nicomedes_Pastor_D%C3%ADaz
http://www.wikidata.org/entity/Q3321013,Juan Manuel Pintos,1811-12-16T00:00:00Z,1876-01-01T00:00:00Z,Día de las Letras Gallegas,https://es.wikipedia.org/wiki/Juan_Manuel_Pintos
http://www.wikidata.org/entity/Q1125747,Tomás Aguiló Forteza,1812-05-31T00:00:00Z,1884-11-30T00:00:00Z,hijo ilustre,https://es.wikipedia.org/wiki/Tom%C3%A0s_Aguil%C3%B3
http://www.wikidata.org/entity/Q4255270,Mariano Roca de Togores,1812-08-17T00:00:00Z,1889-09-04T00:00:00Z,Senador gran cruz de la Sagrada Orden Militar Constantiniana de San Jorge (Parma),https://es.wikipedia.org/wiki/Mariano_Roca_de_Togores
http://www.wikidata.org/entity/Q4255270,Mariano Roca de Togores,1812-08-17T00:00:00Z,1889-09-04T00:00:00Z,Caballero de la Orden del Toisón de Oro,https://es.wikipedia.org/wiki/Mariano_Roca_de_Togores
http://www.wikidata.org/entity/Q3327800,Francisco Añón,1812-10-09T00:00:00Z,1878-04-20T00:00:00Z,Día de las Letras Gallegas,https://es.wikipedia.org/wiki/Francisco_A%C3%B1%C3%B3n
http://www.wikidata.org/entity/Q6099885,Ramón Nouvilas,1812-12-18T00:00:00Z,1880-05-30T00:00:00Z,Gran Cruz de la Orden de San Hermenegildo,https://es.wikipedia.org/wiki/Ram%C3%B3n_Nouvilas
http://www.wikidata.org/entity/Q6099885,Ramón Nouvilas,1812-12-18T00:00:00Z,1880-05-30T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Ram%C3%B3n_Nouvilas
http://www.wikidata.org/entity/Q1345186,Federico Madrazo,1815-02-09T00:00:00Z,1894-06-10T00:00:00Z,Orden Nacional de la Legión de Honor,https://es.wikipedia.org/wiki/Federico_Madrazo
http://www.wikidata.org/entity/Q728365,Eugenio de Ochoa,1815-04-19T00:00:00Z,1872-02-29T00:00:00Z,Cruz de la Orden de Carlos III,https://es.wikipedia.org/wiki/Eugenio_de_Ochoa
http://www.wikidata.org/entity/Q728365,Eugenio de Ochoa,1815-04-19T00:00:00Z,1872-02-29T00:00:00Z,Encomienda de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Eugenio_de_Ochoa
http://www.wikidata.org/entity/Q728365,Eugenio de Ochoa,1815-04-19T00:00:00Z,1872-02-29T00:00:00Z,Caballero de la Orden Nacional de la Legión de Honor,https://es.wikipedia.org/wiki/Eugenio_de_Ochoa
http://www.wikidata.org/entity/Q2843315,Leopoldo Augusto de Cueto,1815-07-16T00:00:00Z,1901-01-12T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Leopoldo_Augusto_de_Cueto
http://www.wikidata.org/entity/Q63876,Adolf Friedrich von Schack,1815-08-02T00:00:00Z,1894-04-14T00:00:00Z,Ciudadano honorario de Múnich,https://es.wikipedia.org/wiki/Adolf_Friedrich_von_Schack
http://www.wikidata.org/entity/Q63876,Adolf Friedrich von Schack,1815-08-02T00:00:00Z,1894-04-14T00:00:00Z,Orden bávara de Maximiliano para la Ciencia y las Artes,https://es.wikipedia.org/wiki/Adolf_Friedrich_von_Schack
http://www.wikidata.org/entity/Q48888775,Francisco Javier García Rodrigo,1816-11-16T00:00:00Z,1891-11-28T00:00:00Z,Encomienda de Número de la Orden de Carlos III,https://es.wikipedia.org/wiki/Francisco_Javier_Garc%C3%ADa_Rodrigo
http://www.wikidata.org/entity/Q5639841,Juan Ariza,1816-12-11T00:00:00Z,1876-07-20T00:00:00Z,Orden Civil de María Victoria,https://es.wikipedia.org/wiki/Juan_Ariza
http://www.wikidata.org/entity/Q42398474,Jaime Estrázulas,1817-01-01T00:00:00Z,1896-01-01T00:00:00Z,Gran Cruz del Mérito Naval con distintivo blanco,https://es.wikipedia.org/wiki/Jaime_Estr%C3%A1zulas
http://www.wikidata.org/entity/Q5759068,Cayetano Rosell,1817-01-01T00:00:00Z,1883-03-26T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Cayetano_Rosell
http://www.wikidata.org/entity/Q5867929,Francisco de Cárdenas Espejo,1817-02-04T00:00:00Z,1898-07-03T00:00:00Z,Caballero del collar de la Orden de Carlos III,https://es.wikipedia.org/wiki/Francisco_de_C%C3%A1rdenas_Espejo
http://www.wikidata.org/entity/Q5932129,Joaquín José Cervino,1817-05-18T00:00:00Z,1883-12-21T00:00:00Z,Encomienda de Número de la Orden de Carlos III,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Jos%C3%A9_Cervino
http://www.wikidata.org/entity/Q5932129,Joaquín José Cervino,1817-05-18T00:00:00Z,1883-12-21T00:00:00Z,Gran Cruz de la Orden de Isabel la Católica,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Jos%C3%A9_Cervino
http://www.wikidata.org/entity/Q6014569,Miguel Lafuente Alcántara,1817-07-10T00:00:00Z,1850-08-27T00:00:00Z,Orden de Carlos III,https://es.wikipedia.org/wiki/Miguel_Lafuente_Alc%C3%A1ntara
http://www.wikidata.org/entity/Q6117643,Salvador Bermúdez de Castro y Díez,1817-08-06T00:00:00Z,1883-03-23T00:00:00Z,Senador gran cruz de la Sagrada Orden Militar Constantiniana de San Jorge (Parma),https://es.wikipedia.org/wiki/Salvador_Berm%C3%BAdez_de_Castro_y_D%C3%ADez
http://www.wikidata.org/entity/Q6117643,Salvador Bermúdez de Castro y Díez,1817-08-06T00:00:00Z,1883-03-23T00:00:00Z,Gran Cruz del Mérito Militar con distintivo blanco,https://es.wikipedia.org/wiki/Salvador_Berm%C3%BAdez_de_Castro_y_D%C3%ADez
http://www.wikidata.org/entity/Q6117643,Salvador Bermúdez de Castro y Díez,1817-08-06T00:00:00Z,1883-03-23T00:00:00Z,Gran Oficial de la Orden El Sol del Perú,https://es.wikipedia.org/wiki/Salvador_Berm%C3%BAdez_de_Castro_y_D%C3%ADez
http://www.wikidata.org/entity/Q3067739,Joaquín Rubió y Ors,1818-07-31T00:00:00Z,1899-04-07T00:00:00Z,Mestre en Gay Saber,https://es.wikipedia.org/wiki/Joaquim_Rubi%C3%B3_y_Ors
http://www.wikidata.org/entity/Q16062267,Juan Guillén Buzarán,1819-09-29T00:00:00Z,1892-01-08T00:00:00Z,Cruz Laureada de San Fernando,
