author,authorLabel,birthDate,deathDate,countryLabel,mainWorkLabel,mainWork_missing,sitelink,api-length,1,length
http://www.wikidata.org/entity/Q502284,María Josefa Acevedo de Gómez,1803-01-23T00:00:00Z,1861-01-19T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Josefa_Acevedo_de_G%C3%B3mez,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Mar%C3%ADa_Josefa_Acevedo_de_G%C3%B3mez&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Mar\u00eda_Josefa_Acevedo_de_G\u00f3mez"",""to"":""Mar\u00eda Josefa Acevedo de G\u00f3mez""}],""pages"":{""246062"":{""pageid"":246062,""ns"":0,""title"":""Mar\u00eda Josefa Acevedo de G\u00f3mez"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:05Z"",""lastrevid"":165753673,""length"":31373}}}}",31373
http://www.wikidata.org/entity/Q1571996,Mercedes Marín del Solar,1804-09-11T00:00:00Z,1866-12-21T00:00:00Z,Chile,,yes,https://es.wikipedia.org/wiki/Mercedes_Mar%C3%ADn_del_Solar,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Mercedes_Mar%C3%ADn_del_Solar&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Mercedes_Mar\u00edn_del_Solar"",""to"":""Mercedes Mar\u00edn del Solar""}],""pages"":{""2818946"":{""pageid"":2818946,""ns"":0,""title"":""Mercedes Mar\u00edn del Solar"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:44:06Z"",""lastrevid"":168681179,""length"":6607}}}}",6607
http://www.wikidata.org/entity/Q5946701,Juana de Vega,1805-03-07T00:00:00Z,1872-06-22T00:00:00Z,España,Memorias de la condesa de Espoz y Mina,,https://es.wikipedia.org/wiki/Juana_de_Vega,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Juana_de_Vega&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Juana_de_Vega"",""to"":""Juana de Vega""}],""pages"":{""84146"":{""pageid"":84146,""ns"":0,""title"":""Juana de Vega"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:40:47Z"",""lastrevid"":161213897,""length"":25354}}}}",25354
http://www.wikidata.org/entity/Q5752445,Carmen Arriagada,1807-01-01T00:00:00Z,1900-06-16T00:00:00Z,Chile,,yes,https://es.wikipedia.org/wiki/Carmen_Arriagada,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Carmen_Arriagada&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Carmen_Arriagada"",""to"":""Carmen Arriagada""}],""pages"":{""749225"":{""pageid"":749225,""ns"":0,""title"":""Carmen Arriagada"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:52Z"",""lastrevid"":168281010,""length"":3793}}}}",3793
http://www.wikidata.org/entity/Q5850682,Eulalia de Llanos,1809-01-01T00:00:00Z,1865-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Eulalia_de_Llanos,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Eulalia_de_Llanos&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Eulalia_de_Llanos"",""to"":""Eulalia de Llanos""}],""pages"":{""4710418"":{""pageid"":4710418,""ns"":0,""title"":""Eulalia de Llanos"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:46:06Z"",""lastrevid"":160108217,""length"":4024}}}}",4024
http://www.wikidata.org/entity/Q27268309,Ángela Mazzini Bricala,1809-01-01T00:00:00Z,1894-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/%C3%81ngela_Mazzini_Bricala,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=%C3%81ngela_Mazzini_Bricala&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""\u00c1ngela_Mazzini_Bricala"",""to"":""\u00c1ngela Mazzini Bricala""}],""pages"":{""7615267"":{""pageid"":7615267,""ns"":0,""title"":""\u00c1ngela Mazzini Bricala"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:49:49Z"",""lastrevid"":156759585,""length"":4220}}}}",4220
http://www.wikidata.org/entity/Q28950269,Nicolasa Añón Paz,1810-02-28T00:00:00Z,1887-11-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Nicolasa_A%C3%B1%C3%B3n,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Nicolasa_A%C3%B1%C3%B3n&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Nicolasa_A\u00f1\u00f3n"",""to"":""Nicolasa A\u00f1\u00f3n""}],""pages"":{""10903972"":{""pageid"":10903972,""ns"":0,""title"":""Nicolasa A\u00f1\u00f3n"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:54:14Z"",""lastrevid"":160759973,""length"":6327}}}}",6327
http://www.wikidata.org/entity/Q3604796,María Josefa Massanés,1811-03-19T00:00:00Z,1887-07-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Josefa_Massan%C3%A9s,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Mar%C3%ADa_Josefa_Massan%C3%A9s&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Mar\u00eda_Josefa_Massan\u00e9s"",""to"":""Mar\u00eda Josefa Massan\u00e9s""}],""pages"":{""754102"":{""pageid"":754102,""ns"":0,""title"":""Mar\u00eda Josefa Massan\u00e9s"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:52Z"",""lastrevid"":168200454,""length"":10560}}}}",10560
http://www.wikidata.org/entity/Q6004015,María Josefa Mujía,1812-01-01T00:00:00Z,1888-07-30T00:00:00Z,Bolivia,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Josefa_Mujia,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Mar%C3%ADa_Josefa_Mujia&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Mar\u00eda_Josefa_Mujia"",""to"":""Mar\u00eda Josefa Mujia""}],""pages"":{""2233776"":{""pageid"":2233776,""ns"":0,""title"":""Mar\u00eda Josefa Mujia"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:43:34Z"",""lastrevid"":168656501,""length"":4645}}}}",4645
http://www.wikidata.org/entity/Q4750435,Ana María Martínez de Nisser,1812-12-06T00:00:00Z,1872-09-18T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Mart%C3%ADnez_de_Nisser,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Ana_Mar%C3%ADa_Mart%C3%ADnez_de_Nisser&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Ana_Mar\u00eda_Mart\u00ednez_de_Nisser"",""to"":""Ana Mar\u00eda Mart\u00ednez de Nisser""}],""pages"":{""704517"":{""pageid"":704517,""ns"":0,""title"":""Ana Mar\u00eda Mart\u00ednez de Nisser"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:48Z"",""lastrevid"":158337899,""length"":4475}}}}",4475
http://www.wikidata.org/entity/Q19447701,Joaquina López de Madariaga,1813-09-12T00:00:00Z,1876-10-06T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Joaquina_L%C3%B3pez_de_Madariaga,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Joaquina_L%C3%B3pez_de_Madariaga&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Joaquina_L\u00f3pez_de_Madariaga"",""to"":""Joaquina L\u00f3pez de Madariaga""}],""pages"":{""6643003"":{""pageid"":6643003,""ns"":0,""title"":""Joaquina L\u00f3pez de Madariaga"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:48:47Z"",""lastrevid"":168132350,""length"":4010}}}}",4010
http://www.wikidata.org/entity/Q283353,Gertrudis Gómez de Avellaneda,1814-03-23T00:00:00Z,1873-02-01T00:00:00Z,Imperio Español,Sab,,https://es.wikipedia.org/wiki/Gertrudis_G%C3%B3mez_de_Avellaneda,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Gertrudis_G%C3%B3mez_de_Avellaneda&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Gertrudis_G\u00f3mez_de_Avellaneda"",""to"":""Gertrudis G\u00f3mez de Avellaneda""}],""pages"":{""10523"":{""pageid"":10523,""ns"":0,""title"":""Gertrudis G\u00f3mez de Avellaneda"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-10T12:40:31Z"",""lastrevid"":168171929,""length"":50428}}}}",50428
http://www.wikidata.org/entity/Q108514401,Indalecia Camacho,1815-01-01T00:00:00Z,1896-07-01T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Indalecia_Camacho,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Indalecia_Camacho&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Indalecia_Camacho"",""to"":""Indalecia Camacho""}],""pages"":{""10287488"":{""pageid"":10287488,""ns"":0,""title"":""Indalecia Camacho"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:53:09Z"",""lastrevid"":166337424,""length"":3759}}}}",3759
http://www.wikidata.org/entity/Q47491334,Sabina de Alvear y Ward,1815-11-08T00:00:00Z,1906-11-10T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Sabina_de_Alvear_y_Ward,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Sabina_de_Alvear_y_Ward&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Sabina_de_Alvear_y_Ward"",""to"":""Sabina de Alvear y Ward""}],""pages"":{""8320111"":{""pageid"":8320111,""ns"":0,""title"":""Sabina de Alvear y Ward"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:50:29Z"",""lastrevid"":162380301,""length"":6280}}}}",6280
http://www.wikidata.org/entity/Q59215061,Vicenta García Miranda,1816-01-01T00:00:00Z,1877-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Vicenta_Garc%C3%ADa_Miranda,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Vicenta_Garc%C3%ADa_Miranda&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Vicenta_Garc\u00eda_Miranda"",""to"":""Vicenta Garc\u00eda Miranda""}],""pages"":{""8449673"":{""pageid"":8449673,""ns"":0,""title"":""Vicenta Garc\u00eda Miranda"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-06T05:56:52Z"",""lastrevid"":162910780,""length"":10044}}}}",10044
http://www.wikidata.org/entity/Q21028344,Dolores Gómez de Cádiz,1818-12-25T00:00:00Z,http://www.wikidata.org/.well-known/genid/76647e2e897b5aa1939bfc9ad06998e8,España,,yes,https://es.wikipedia.org/wiki/Dolores_G%C3%B3mez_de_C%C3%A1diz,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Dolores_G%C3%B3mez_de_C%C3%A1diz&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Dolores_G\u00f3mez_de_C\u00e1diz"",""to"":""Dolores G\u00f3mez de C\u00e1diz""}],""pages"":{""7040816"":{""pageid"":7040816,""ns"":0,""title"":""Dolores G\u00f3mez de C\u00e1diz"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:49:06Z"",""lastrevid"":152542169,""length"":3600}}}}",3600
http://www.wikidata.org/entity/Q542700,Alejandrina Benítez de Gautier,1819-02-26T00:00:00Z,1879-10-11T00:00:00Z,Puerto Rico,,yes,https://es.wikipedia.org/wiki/Alejandrina_Ben%C3%ADtez_de_Gautier,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Alejandrina_Ben%C3%ADtez_de_Gautier&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Alejandrina_Ben\u00edtez_de_Gautier"",""to"":""Alejandrina Ben\u00edtez de Gautier""}],""pages"":{""316712"":{""pageid"":316712,""ns"":0,""title"":""Alejandrina Ben\u00edtez de Gautier"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-05T10:41:13Z"",""lastrevid"":164047708,""length"":2839}}}}",2839
http://www.wikidata.org/entity/Q1710713,Juana Manso,1819-06-26T00:00:00Z,1875-04-24T00:00:00Z,Argentina,La Revolucion de Mayo 1810,,https://es.wikipedia.org/wiki/Juana_Manso,https://es.wikipedia.org/w/api.php?action=query&prop=info&titles=Juana_Manso&format=json,"{""batchcomplete"":"""",""query"":{""normalized"":[{""from"":""Juana_Manso"",""to"":""Juana Manso""}],""pages"":{""304420"":{""pageid"":304420,""ns"":0,""title"":""Juana Manso"",""contentmodel"":""wikitext"",""pagelanguage"":""es"",""pagelanguagehtmlcode"":""es"",""pagelanguagedir"":""ltr"",""touched"":""2025-08-10T12:41:55Z"",""lastrevid"":168198973,""length"":103013}}}}",103013
