author,authorLabel,birthDate,sitelinks
http://www.wikidata.org/entity/Q55214868,Dolores Cabrera Heredia,1828-09-15T00:00:00Z,3
http://www.wikidata.org/entity/Q5812615,Dolores Veintimilla,1829-01-01T00:00:00Z,9
http://www.wikidata.org/entity/Q54823842,Rosario Vázquez Angulo,1829-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q105754718,Carmen Febres-Cordero de Ballén,1829-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q23009109,Sofía Tartilán,1829-04-19T00:00:00Z,3
http://www.wikidata.org/entity/Q5834031,Enriqueta Lozano,1829-08-18T00:00:00Z,5
http://www.wikidata.org/entity/Q28916912,Marcelina Almeida,1830-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q62463082,María Tadea Verdejo y Durán,1830-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q106777362,Vicenta Laparra de la Cerda,1831-04-01T00:00:00Z,2
http://www.wikidata.org/entity/Q105754643,Ubaldina Dávila,1831-04-16T00:00:00Z,4
http://www.wikidata.org/entity/Q16625530,Rita Lecumberri,1831-11-14T00:00:00Z,5
http://www.wikidata.org/entity/Q27267355,Encarnación Cubas Báez,1831-12-15T00:00:00Z,3
http://www.wikidata.org/entity/Q23903038,Ana María Franco Guevara,1832-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q19690084,Modesta Sanginés Uriarte,1832-02-26T00:00:00Z,11
http://www.wikidata.org/entity/Q20870782,Úrsula Céspedes,1832-10-21T00:00:00Z,7
http://www.wikidata.org/entity/Q17339922,Matilde Cherner,1833-01-01T00:00:00Z,8
http://www.wikidata.org/entity/Q43276430,Elisa Luján y Teruel,1833-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q47450874,Martina Pierra de Poo,1833-02-08T00:00:00Z,4
http://www.wikidata.org/entity/Q5920835,Isabel Prieto de Landázuri,1833-03-01T00:00:00Z,5
http://www.wikidata.org/entity/Q4694177,Agripina Samper Agudelo,1833-03-04T00:00:00Z,8
http://www.wikidata.org/entity/Q7557523,Soledad Acosta de Samper,1833-05-05T00:00:00Z,15
http://www.wikidata.org/entity/Q8561500,Dolores Guerrero,1833-09-15T00:00:00Z,4
http://www.wikidata.org/entity/Q5856765,Faustina Sáez de Melgar,1834-01-01T00:00:00Z,8
http://www.wikidata.org/entity/Q5931656,Joaquina Vera,1834-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q5830843,Emilia Serrano de Wilson,1834-01-03T00:00:00Z,7
http://www.wikidata.org/entity/Q20016623,Teresa Vera,1834-04-01T00:00:00Z,1
http://www.wikidata.org/entity/Q42381239,Matilde Artagaveytia de Arocena,1834-04-07T00:00:00Z,0
http://www.wikidata.org/entity/Q16493989,Maipina de la Barra,1834-04-15T00:00:00Z,3
http://www.wikidata.org/entity/Q18980386,Emilia Álvarez Mijares de Real,1834-09-13T00:00:00Z,3
http://www.wikidata.org/entity/Q1290763,Eduarda Mansilla,1834-12-11T00:00:00Z,9
http://www.wikidata.org/entity/Q6010800,Mercedes Belzú de Dorado,1835-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q113908140,Mariana Monteiro,1835-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q5780886,Concepción Lombardo,1835-11-08T00:00:00Z,6
http://www.wikidata.org/entity/Q9609556,Amalia Domingo Soler,1835-11-10T00:00:00Z,11
http://www.wikidata.org/entity/Q18416349,María del Pilar Sinués,1835-12-19T00:00:00Z,5
http://www.wikidata.org/entity/Q10854314,Amelia Solar de Claro,1836-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q5711938,Aurelia Vélez Sársfield,1836-06-08T00:00:00Z,3
http://www.wikidata.org/entity/Q9086125,Teresa González de Fanning,1836-08-12T00:00:00Z,12
http://www.wikidata.org/entity/Q5672312,Amelia Denis de Icaza,1836-11-28T00:00:00Z,7
http://www.wikidata.org/entity/Q5812607,Dolores Sucre,1837-01-01T00:00:00Z,6
http://www.wikidata.org/entity/Q5931650,Joaquina García Balmaseda,1837-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q11926870,Isabel de Villamartín Thomas,1837-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q5830823,Emilia Calé y Torres de Quintero,1837-02-12T00:00:00Z,5
http://www.wikidata.org/entity/Q464264,Rosalía de Castro,1837-02-23T00:00:00Z,58
http://www.wikidata.org/entity/Q1163749,Flóra Majthényi,1837-07-28T00:00:00Z,4
http://www.wikidata.org/entity/Q24192200,Josefa Estévez García del Canto,1837-09-10T00:00:00Z,4
http://www.wikidata.org/entity/Q451969,"Anne Blunt, 15th Baroness Wentworth",1837-09-22T00:00:00Z,14
http://www.wikidata.org/entity/Q6038496,Natalia Palacios,1837-12-02T00:00:00Z,3
http://www.wikidata.org/entity/Q9065450,Quiteria Varas Marín,1838-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q20005621,Margalida Caimari Vila,1839-01-01T00:00:00Z,8
http://www.wikidata.org/entity/Q6077590,Isabel Cheix,1839-01-18T00:00:00Z,2
http://www.wikidata.org/entity/Q5994917,Manuela Villarán de Plasencia,1840-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q55188201,Margarita Pérez de Celis,1840-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q105754832,Leonor Sauri Santisteban,1840-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q108603016,Mercedes Hurtado de Álvarez,1840-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q105754868,Carmen Potts Pérez de Uribe,1841-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q108536683,Pomiana Camacho de Figueredo,1841-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q108598001,Lucrecia Undurraga Solar,1841-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q4936482,Ella Sophia Armitage,1841-03-03T00:00:00Z,12
http://www.wikidata.org/entity/Q108202654,María del Carmen Cortés y Santa Anna,1841-03-16T00:00:00Z,1
http://www.wikidata.org/entity/Q11935506,María del Pilar Maspons i Labrós,1841-12-04T00:00:00Z,9
http://www.wikidata.org/entity/Q5711933,Aurelia Castillo de González,1842-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q5849416,Esther Tapia de Castellanos,1842-05-09T00:00:00Z,1
http://www.wikidata.org/entity/Q108508651,Eufemia Cabrera de Borda,1842-09-03T00:00:00Z,3
http://www.wikidata.org/entity/Q8960839,Fanny Garrido,1842-10-30T00:00:00Z,10
http://www.wikidata.org/entity/Q61988144,Henrietta Skelton,1842-11-05T00:00:00Z,2
http://www.wikidata.org/entity/Q6103598,Refugio Barragán de Toscano,1843-02-28T00:00:00Z,2
http://www.wikidata.org/entity/Q11936207,Matilde Ridocci García,1843-09-12T00:00:00Z,2
http://www.wikidata.org/entity/Q274202,Lola Rodríguez de Tió,1843-09-14T00:00:00Z,14
http://www.wikidata.org/entity/Q10849947,Agripina Montes del Valle,1844-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q15714773,Carolina Freyre,1844-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q19519693,Lucia Bulnes de Vergara,1844-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q105754860,Manuela Antonia Márquez,1844-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q108764054,Antonia Esteller,1844-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q5763783,Cesarina Bento Montesinos,1844-01-29T00:00:00Z,2
http://www.wikidata.org/entity/Q543726,Mercedes Cabello,1845-02-07T00:00:00Z,15
http://www.wikidata.org/entity/Q61917151,Isabel Bunch de Cortés,1845-04-24T00:00:00Z,3
http://www.wikidata.org/entity/Q20005478,Manuela de los Herreros Sorà,1845-06-10T00:00:00Z,8
http://www.wikidata.org/entity/Q10418211,Dolors Monserdà i Vidal,1845-07-10T00:00:00Z,11
http://www.wikidata.org/entity/Q18980531,Alejandrina Argüelles Toral y Hevia,1845-09-20T00:00:00Z,3
http://www.wikidata.org/entity/Q23942869,Dorila Castell de Orozco,1845-12-08T00:00:00Z,3
http://www.wikidata.org/entity/Q18335792,Laureana Wright de Kleinhas,1846-01-01T00:00:00Z,8
http://www.wikidata.org/entity/Q130380628,Rosa Carreto,1846-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q44720123,Cristina Farfán,1846-01-24T00:00:00Z,8
http://www.wikidata.org/entity/Q5976684,Lindaura Anzoátegui Campero,1846-03-31T00:00:00Z,6
http://www.wikidata.org/entity/Q6109120,Rita Cetina Gutiérrez,1846-05-22T00:00:00Z,5
http://www.wikidata.org/entity/Q22205383,Blanca de Gassó y Ortiz,1846-11-26T00:00:00Z,4
http://www.wikidata.org/entity/Q59154888,Camelia Cociña de Llansó,1847-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q16492064,Domitila García de Coronado,1847-05-07T00:00:00Z,9
http://www.wikidata.org/entity/Q20533492,Clara Corral Aller,1847-06-08T00:00:00Z,6
http://www.wikidata.org/entity/Q4065682,Varvara Pavlovna Andreievskaia,1848-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q6066919,Patrocinio de Biedma y la Moneda,1848-03-13T00:00:00Z,7
http://www.wikidata.org/entity/Q25939062,Josefina Pelliza de Sagasta,1848-04-04T00:00:00Z,5
http://www.wikidata.org/entity/Q5971436,Lastenia Larriva,1848-05-06T00:00:00Z,10
http://www.wikidata.org/entity/Q5289532,Dolores Jiménez y Muro,1848-06-07T00:00:00Z,7
http://www.wikidata.org/entity/Q104777909,Margarita Práxedes Muñoz,1848-07-18T00:00:00Z,1
http://www.wikidata.org/entity/Q18719919,Guillermina Rojas y Orgis,1849-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q29523499,Eduarda Feijoo de Mendoza,1849-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q6306885,Julia de Asensi,1849-05-04T00:00:00Z,10
http://www.wikidata.org/entity/Q25510438,Narcisa Pérez Reoyo,1849-05-04T00:00:00Z,5
http://www.wikidata.org/entity/Q5297831,Dorila Antommarchi,1850-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q5906708,Hortensia Antommarchi,1850-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q21081378,Aurelia Mateo de Alonso,1850-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q36007422,Bonifacia Corrales de Segovia,1850-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q57081559,Dolores del Río Sánchez-Granados,1850-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q57172137,Carmen Beceiro,1850-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q61039320,Raymunda Torres y Quiroga,1850-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q86696486,Jesusa Granda,1850-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q105523392,Luisa Beatriz García,1850-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q6777020,Martina Barros Borgoño,1850-07-06T00:00:00Z,4
http://www.wikidata.org/entity/Q73880622,J. P. Dabney,1850-09-02T00:00:00Z,1
http://www.wikidata.org/entity/Q70835742,Pastora Echegaray,1850-09-28T00:00:00Z,1
http://www.wikidata.org/entity/Q3445663,Salomé Ureña,1850-10-21T00:00:00Z,13
http://www.wikidata.org/entity/Q3941395,Rosario de Acuña,1850-11-01T00:00:00Z,17
http://www.wikidata.org/entity/Q17496308,Concepción Gimeno de Flaquer,1850-12-11T00:00:00Z,7
http://www.wikidata.org/entity/Q76158,Carolina Michaëlis de Vasconcellos,1851-03-15T00:00:00Z,14
http://www.wikidata.org/entity/Q275929,Emilia Pardo Bazán,1851-09-16T00:00:00Z,41
http://www.wikidata.org/entity/Q22984551,Leopolda Gassó y Vidal,1851-11-05T00:00:00Z,5
http://www.wikidata.org/entity/Q11904302,Agnès Armengol i Altayó,1852-01-01T00:00:00Z,6
http://www.wikidata.org/entity/Q5840290,Mercedes de Velilla,1852-09-24T00:00:00Z,3
http://www.wikidata.org/entity/Q42401765,Fanny Vansi Mussini,1852-11-16T00:00:00Z,2
http://www.wikidata.org/entity/Q6112131,Rosa Araneda,1853-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q130380627,Josefina Pérez de García Torres,1853-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q23942866,Dolores Correa y Zapata,1853-02-23T00:00:00Z,3
http://www.wikidata.org/entity/Q11928143,Joaquima Santamaria i Ventura,1853-04-05T00:00:00Z,5
http://www.wikidata.org/entity/Q15634975,Juana Rosa de Amézaga,1853-05-16T00:00:00Z,2
http://www.wikidata.org/entity/Q5576798,Laura Méndez de Cuenca,1853-08-18T00:00:00Z,5
http://www.wikidata.org/entity/Q24933939,Laura García Hoppe,1853-08-21T00:00:00Z,5
http://www.wikidata.org/entity/Q8962260,Francisca Sarasate,1853-11-29T00:00:00Z,5
http://www.wikidata.org/entity/Q43375648,Josefa María Farnés,1854-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q5780900,Concepción de Estevarena,1854-01-10T00:00:00Z,4
http://www.wikidata.org/entity/Q19301734,Remei Morlius i Balanzó,1854-02-07T00:00:00Z,3
http://www.wikidata.org/entity/Q5936608,Josefa Ugarte Barrientos y Casaux,1854-09-05T00:00:00Z,1
http://www.wikidata.org/entity/Q14594726,María Luisa Dolz,1854-10-04T00:00:00Z,3
http://www.wikidata.org/entity/Q353784,La Tetona talla C feminista,1854-10-11T00:00:00Z,25
http://www.wikidata.org/entity/Q105870347,María Ernestina Larráinzar Córdoba,1854-10-23T00:00:00Z,7
http://www.wikidata.org/entity/Q63486240,Julia Codorniu,1854-10-28T00:00:00Z,3
http://www.wikidata.org/entity/Q18416511,Mercedes Carrasco Herrera,1854-11-09T00:00:00Z,3
http://www.wikidata.org/entity/Q463299,Clorinda Matto de Turner,1854-11-11T00:00:00Z,19
http://www.wikidata.org/entity/Q21081395,Marcel·lina Moragues Ginart,1855-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q98028901,Antonia Opisso,1855-04-16T00:00:00Z,1
http://www.wikidata.org/entity/Q5998221,Marietta de Veintemilla,1855-09-08T00:00:00Z,10
http://www.wikidata.org/entity/Q42381379,María Salomé Luisa Rodríguez,1855-10-21T00:00:00Z,1
http://www.wikidata.org/entity/Q11955914,Úrsula Salvà Salvà,1856-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q20534211,Filomena Dato,1856-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q21280676,Elvira Arias de Apraiz,1856-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q101464211,Carmen Bozello y Guzmán,1856-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q6006186,Matilde García del Real,1856-03-15T00:00:00Z,4
http://www.wikidata.org/entity/Q28791118,Maria Cristina Fragas,1856-07-24T00:00:00Z,1
http://www.wikidata.org/entity/Q4895711,Bertilda Samper Acosta,1856-07-31T00:00:00Z,6
http://www.wikidata.org/entity/Q11955793,Ángeles López de Ayala,1856-09-21T00:00:00Z,10
http://www.wikidata.org/entity/Q29905137,Mateana Murguía de Aveleyra,1856-09-21T00:00:00Z,1
http://www.wikidata.org/entity/Q9049946,Nicolasa Montt de Marambio,1857-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q24188692,Gregoria Urbina y Miranda,1857-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q5852497,Eva Canel,1857-01-30T00:00:00Z,10
http://www.wikidata.org/entity/Q111722827,Helen Josephine Sanborn,1857-10-06T00:00:00Z,1
http://www.wikidata.org/entity/Q5660457,Agustina Andrade,1858-08-09T00:00:00Z,6
http://www.wikidata.org/entity/Q24188961,Carolina Soto y Corro,1858-09-22T00:00:00Z,5
http://www.wikidata.org/entity/Q5638573,Nieves Xenes,1859-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q21480779,Lola Larrosa de Ansaldo,1859-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q21716731,Salomé Núñez Topete,1859-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q108737003,Mercedes Álvarez de Flores,1859-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q55116425,Eladia Pedrayo,1859-02-18T00:00:00Z,1
http://www.wikidata.org/entity/Q108032962,Anna Feitzinger,1859-04-25T00:00:00Z,0
http://www.wikidata.org/entity/Q5729862,Blanca de los Ríos,1859-08-15T00:00:00Z,9
http://www.wikidata.org/entity/Q20015024,Hercilia Fernández de Mujía,1860-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q12176843,Josefa Murillo,1860-02-20T00:00:00Z,4
http://www.wikidata.org/entity/Q16911690,Alice Pestana,1860-04-07T00:00:00Z,10
http://www.wikidata.org/entity/Q47526933,Carolina Valencia,1860-09-20T00:00:00Z,1
http://www.wikidata.org/entity/Q51882929,Mercedes González Tola,1860-10-12T00:00:00Z,3
http://www.wikidata.org/entity/Q5796205,Emma de la Barra,1861-01-01T00:00:00Z,7
http://www.wikidata.org/entity/Q57546249,Maria Trulls i Algué,1861-02-05T00:00:00Z,1
http://www.wikidata.org/entity/Q8346979,Clotilde Cerdà,1861-02-28T00:00:00Z,11
http://www.wikidata.org/entity/Q62267019,Amalia Carvia Bernal,1861-05-12T00:00:00Z,2
http://www.wikidata.org/entity/Q3398780,Sofía Casanova,1861-09-30T00:00:00Z,16
http://www.wikidata.org/entity/Q60826536,María del Pilar Contreras de Rodríguez,1861-10-12T00:00:00Z,2
http://www.wikidata.org/entity/Q18508275,Helena Janina Pajzderska,1862-05-16T00:00:00Z,6
http://www.wikidata.org/entity/Q19632160,Camerina Pavón y Oviedo,1862-07-21T00:00:00Z,3
http://www.wikidata.org/entity/Q21001319,Magdalena García Bravo,1862-11-25T00:00:00Z,3
http://www.wikidata.org/entity/Q124359331,Concepción Jiménez de Araujo,1862-12-08T00:00:00Z,0
http://www.wikidata.org/entity/Q5488449,María Abella,1863-01-01T00:00:00Z,6
http://www.wikidata.org/entity/Q9030102,María Mercedes Vial,1863-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q16163906,Trinitat Aldrich i de Pagès,1863-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q20005695,Maria Ignàsia Cortès,1863-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q29419592,Olegaria Machado Amor,1863-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q123349760,Leocadia Ibañez Serrano,1863-02-22T00:00:00Z,1
http://www.wikidata.org/entity/Q62599220,Balbina González,1863-03-31T00:00:00Z,1
http://www.wikidata.org/entity/Q6152690,Trina Padilla de Sanz,1864-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q8343361,Celinda Arregui,1864-01-01T00:00:00Z,6
http://www.wikidata.org/entity/Q19647660,Adela Castell,1864-01-01T00:00:00Z,7
http://www.wikidata.org/entity/Q81619700,Carmen Díaz de Mendoza y Aguado,1864-01-01T00:00:00Z,3
http://www.wikidata.org/entity/Q113379778,Felisa Girauta,1864-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q240311,Eulalia de Borbón,1864-02-12T00:00:00Z,23
http://www.wikidata.org/entity/Q16651227,Zoila Ugarte de Landívar,1864-06-27T00:00:00Z,9
http://www.wikidata.org/entity/Q6112265,Rosa de Eguílaz y Renart,1864-10-11T00:00:00Z,3
http://www.wikidata.org/entity/Q5877197,Genoveva Ríos,1865-01-01T00:00:00Z,5
http://www.wikidata.org/entity/Q20003264,Isabel María del Carmen de Castellví y Gordon,1865-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q4892657,Carmen Karr,1865-03-16T00:00:00Z,12
http://www.wikidata.org/entity/Q3769244,Giulia Cassini Rizzotto,1865-06-15T00:00:00Z,4
http://www.wikidata.org/entity/Q5835251,Ercilia López de Blomberg,1865-08-11T00:00:00Z,2
http://www.wikidata.org/entity/Q747700,Teresa Mañé Miravet,1865-11-29T00:00:00Z,13
http://www.wikidata.org/entity/Q20015650,Sara Ugarte de Salamanca,1866-01-01T00:00:00Z,7
http://www.wikidata.org/entity/Q42402532,Delia Etchepare,1866-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q66018561,Isolina Muíños Búa,1866-01-01T00:00:00Z,1
http://www.wikidata.org/entity/Q63149182,Mariana Álvarez Bollo Carretero,1866-03-06T00:00:00Z,2
http://www.wikidata.org/entity/Q5936605,Josefa Toledo de Aguerri,1866-04-21T00:00:00Z,4
http://www.wikidata.org/entity/Q5671635,Amalia Puga de Lozada,1866-09-08T00:00:00Z,5
http://www.wikidata.org/entity/Q5971668,Laura Mestre Hevia,1867-04-04T00:00:00Z,4
http://www.wikidata.org/entity/Q56317922,Consuelo Álvarez Pool,1867-06-24T00:00:00Z,11
http://www.wikidata.org/entity/Q18579675,Carmen Blanco y Trigueros,1867-07-06T00:00:00Z,4
http://www.wikidata.org/entity/Q43371147,Alice Huntington Bushee,1867-12-03T00:00:00Z,4
http://www.wikidata.org/entity/Q5752699,Carmen de Burgos,1867-12-10T00:00:00Z,24
http://www.wikidata.org/entity/Q10884776,María Luisa Fernández,1868-01-01T00:00:00Z,4
http://www.wikidata.org/entity/Q31513895,Mercedes Tella,1868-01-01T00:00:00Z,2
http://www.wikidata.org/entity/Q127435971,Atenógenes Segale,1868-01-01T00:00:00Z,0
http://www.wikidata.org/entity/Q11921225,Eulàlia Anzizu,1868-05-18T00:00:00Z,1
http://www.wikidata.org/entity/Q5812562,Dolores de Gortázar,1868-09-30T00:00:00Z,7
